Requisition ID,Requisition Line Description,Requisitioned Quantity,UOMID,Expected Purchase Price,Completed Date Time,Cancelled Date Time,Created By Contact ID,Asset ID
487,SEAT,3.0000000,2,20.0000000,,,616,222163
487,DISC,3.0000000,2,15.0000000,,,616,222164
487,SPRING,3.0000000,2,18.0000000,,,616,222165
487,BELLOWS,3.0000000,2,21.0000000,,,616,222166
487,BONNET GASKET,3.0000000,2,8.0000000,,,616,222167
487,ADJUST SCREW,3.0000000,2,3.0000000,,,616,222168
487,PRESSURE SEAT,1.0000000,2,16.0000000,,,616,222169
487,VACUUM SEAT,1.0000000,2,17.0000000,,,616,222170
487,SPRING,1.0000000,2,18.0000000,,,616,222171
487,O-RING,1.0000000,2,5.5000000,,,616,222172
487,PRESSURE DIAPHRAGM,1.0000000,2,3.5000000,,,616,222173
487,VACUUM DIAPHRAGM,1.0000000,2,3.5000000,,,616,222174
487,PRESSURE SEAT,1.0000000,2,16.0000000,,,616,222175
487,VACUUM SEAT,1.0000000,2,17.0000000,,,616,222176
487,SPRING,1.0000000,2,18.0000000,,,616,222177
487,O-RING,1.0000000,2,5.5000000,,,616,222178
487,PRESSURE DIAPHRAGM,1.0000000,2,3.5000000,,,616,222179
487,VACUUM DIAPHRAGM,1.0000000,2,3.5000000,,,616,222180
488,Жонлантириш ва суний нафас бериш мосламаси,1.0000000,2,7000.0000000,,,695,221765
488,Бел ва умртка суяклари синганда ишлатиладиган носилка,1.0000000,2,250.0000000,,,695,221764
489,"Услуга по разработке, внедрению, обучению и подготовке к международной сертификации интегрированной системы менеджмента в соответствии с международными стандартами ISO 9001, ISO 14001, ISO 45001, ISO 50001, ISO 27001 и ISO 37001",1.0000000,,16285.1700000,,,1906,214906
490,Pressure transmitter,1.0000000,2,0.0000000,22/08/2023 2:56:48 PM,22/08/2023 2:56:48 PM,639,222213
491,Level transmitter,3.0000000,2,900.0000000,,,639,222212
491,Pressure transmitter,3.0000000,2,400.0000000,,,639,222213
492,Pressure transmitter,3.0000000,2,0.0000000,22/08/2023 2:56:12 PM,22/08/2023 2:56:12 PM,639,222213
493,Rechargeable battery,12.0000000,2,40.0000000,,,1463,222196
494,Heat Detector                                                                                                   ИП-106,60.0000000,2,1.7000000,,,1463,222198
494,Smoke Detector,100.0000000,2,5.5000000,,,1463,214733
495,"KIT, SPARE, TOUCH SCREEN ASSEMBLY for Maxum Modular analyzer with S/N: 5509400100",2.0000000,8,1000.0000000,,,1493,222200
495,"KIT, HEATER REPLACEMENT, LG MODULAR OVEN for Maxum Modular analyzer with S/N: 5509400050",2.0000000,8,500.0000000,,,1493,222201
495,"KIT, RTD REPLACEMENT, MODULAR OVEN for Maxum Modular analyzer with S/N: 5509400050",2.0000000,8,700.0000000,,,1493,222202
495,"Pressure switch, Inert Gas - 80 psig setpoint  for Maxum Modular analyzer with S/N: 5509400050",3.0000000,8,400.0000000,,,1493,222203
495,"POWER ENTRY CONTROL MODULE, DC (PECM-DC)  for Maxum Modular analyzer with S/N: 5509400050",2.0000000,8,1200.0000000,,,1493,222204
495,Purge/Pressurization System,3.0000000,8,400.0000000,,,1493,222205
495,Perma Pure Dryer,17.0000000,8,300.0000000,,,1493,222206
495,LEAD ACETATE TAPE (300'),24.0000000,8,400.0000000,,,1493,222207
496,wim0052340 Аккумуляторные батареи (АКБ) емкостью 200 Ah,4.0000000,2,200.0000000,,,1921,222238
497,газ қутқарув хизматигажанговар холат ва махсус анжомлархисоби учун тезкор автобуси,1.0000000,2,45000.0000000,,,695,222208
498,Provision of services for the issuance of certificates of origin of the Goods,1000.0000000,,25.0000000,,,1962,222195
499,Телевизор Samsung UE65NU7400USmart,2.0000000,2,430.0000000,,22/09/2023 11:17:05 AM,695,222209
500,Compulsory liability insurance of hazardous facilities (HIF) operators' ,1.0000000,,3000.0000000,,,2014,222194
501,Дизельное топливо (ГР),47.6000000,24,1121.0000000,,,1999,222214
501,Моторного масло М20А,35.0000000,24,1031.0000000,,,1999,222215
502,Membrana ,8.0000000,2,2.5000000,,,1463,222216
502,Dastak ,8.0000000,2,2.5000000,,,1463,222217
502,Klapan yig'ilmasi,4.0000000,8,15.0000000,,,1463,222218
502,Выключатель в комплект,4.0000000,8,25.0000000,,,1463,222219
502,Выключатель в сборе,4.0000000,8,28.0000000,,,1463,222220
502,Shayba,4.0000000,2,2.5000000,,,1463,222221
502,Porshen jamlanmasi almashtirish uchun,4.0000000,8,80.0000000,,,1463,222222
502,Tayanch xalqa,24.0000000,2,2.5000000,,,1463,222223
502,Zichlovchi 20х30х6,24.0000000,2,7.5000000,,,1463,222224
502,Проточкали xalqa 20х28х6/8,24.0000000,2,6.5000000,,,1463,222225
502,Проточкали xalqa 20х28х6,24.0000000,2,3.5000000,,,1463,222226
502,Yonilg'I nasosi,4.0000000,2,130.0000000,,,1463,222227
502,Filtr,8.0000000,2,7.0000000,,,1463,222228
502,Yonilg'I nasosi relesi (Brennstoffpu mpe),4.0000000,2,45.0000000,,,1463,222229
502,Suv filtri,4.0000000,2,25.0000000,,,1463,222230
503,Himoya kostyumi,6.0000000,2,22.0000000,,,1463,222231
503,"Kurtka , qo'lni himoyalash qismi bilan.",6.0000000,2,20.0000000,,,1463,222232
503,Tasmali shim,6.0000000,2,25.0000000,,,1463,222233
503,Himoyalovchi fartuk,6.0000000,2,5.0000000,,,1463,222234
503,Qo'l va bilakni himoya qilish vositasi,6.0000000,41,8.0000000,,,1463,222235
503,Suv o'tkazmaydigan poyabzal ,6.0000000,2,25.0000000,,,1463,222236
503,Quloq va yuzni himoya qiluvchishlem ,6.0000000,2,3.0000000,,,1463,222237
504,Мягкий контейнер разовый Биг бег,4000.0000000,2,5.8992000,,,812,214450
505,290 kW Solar photovoltaic station ,1.0000000,2,290000.0000000,,,1891,222199
506,100 kW Diesel Generator,1.0000000,2,11000.0000000,,,1891,222210
507,"PTFE lining for existing pipe spool / Фторопластовая футеровка для существующей катушки трубопровода 4"" 300# 1633 mm",1.0000000,2,250.0000000,,,1973,222291
507,"PTFE lining for existing pipe spool / Фторопластовая футеровка для существующей катушки трубопровода 6"" 300# 2095 mm",1.0000000,2,300.0000000,,,1973,222292
507,"PTFE lining for existing pipe spool / Фторопластовая футеровка для существующей катушки трубопровода   4"" 300# 2130 mm",1.0000000,2,350.0000000,,,1973,222293
507,"PTFE lining for existing pipe spool / Фторопластовая футеровка для существующей катушки трубопровода   4"" 300# 3000 mm",1.0000000,2,400.0000000,,,1973,222294
507,"Elbow with PTFE lining (complete) / Отвод с ПТФЕ футеровкой (комплект) 6"" 300# 1370 mm",1.0000000,2,600.0000000,,,1973,222290
508,Cone support,1.0000000,8,100000.0000000,,,616,222289
509,Pipe,6.5000000,12,750.0000000,,26/04/2024 11:00:55 AM,616,222272
509,Weldolet,2.0000000,2,65.0000000,,26/04/2024 11:00:58 AM,616,222273
509,Elbow 90,2.0000000,2,50.0000000,,26/04/2024 11:01:01 AM,616,222274
509,Elbow 90,4.0000000,2,250.0000000,,26/04/2024 11:01:03 AM,616,222275
509,CON SWG,2.0000000,2,50.0000000,,26/04/2024 11:01:07 AM,616,222276
509,TEE,2.0000000,2,225.0000000,,26/04/2024 11:01:10 AM,616,222277
509,150mm NPL,2.0000000,2,35.0000000,,26/04/2024 11:01:13 AM,616,222278
509,FIG 8 BL,1.0000000,2,155.0000000,,26/04/2024 11:01:16 AM,616,222279
509,BLIND FLANGE,2.0000000,2,25.0000000,,26/04/2024 11:01:18 AM,616,222280
509,SW FLG,2.0000000,2,25.0000000,,26/04/2024 11:01:22 AM,616,222281
509,WN FLG,2.0000000,2,210.0000000,,26/04/2024 11:12:39 AM,616,222282
509,GASKET,2.0000000,2,45.0000000,,26/04/2024 11:12:42 AM,616,222283
509,GASKET,2.0000000,2,45.0000000,,26/04/2024 11:12:45 AM,616,222284
509,Gate Valve,2.0000000,2,1500.0000000,,26/04/2024 11:12:48 AM,616,222285
509,Gate Valve,2.0000000,2,150.0000000,,26/04/2024 11:12:52 AM,616,222286
509,BOLT/NUTS,12.0000000,2,15.0000000,,26/04/2024 11:12:54 AM,616,222287
509,BOLT/NUTS,16.0000000,2,15.0000000,,26/04/2024 11:12:58 AM,616,222288
510,"Size: 1"" (Size: 25mm) Gasket, 316 SS RJ B16.20 CL1500 R OCTAGONAL",9.0000000,2,14.6212000,,26/04/2024 11:13:53 AM,1674,129730
510,"Size: 1"" (Size: 25mm) Gasket, SOFT IRON RJ B16.20 CL1500 R OCTAGONAL",8.0000000,2,8.1000000,,26/04/2024 11:13:57 AM,1674,129748
510,"Size: 2"" (Size: 50mm) Gasket, SOFT IRON RJ B16.20 CL1500 R OCTAGONAL",12.0000000,2,16.9701000,,26/04/2024 11:14:00 AM,1674,129823
510,"Size: 16"" (Size: 400mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",5.0000000,2,181.2924000,,26/04/2024 11:14:03 AM,1674,129797
510,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (4"", 150# RF)",39.0000000,2,8.0000000,,26/04/2024 11:14:07 AM,1674,221253
510,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (4"", 300# RF)",33.0000000,2,10.0000000,,26/04/2024 11:14:10 AM,1674,221254
510,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (4"", 600# RF)",147.0000000,2,12.0000000,,26/04/2024 11:14:13 AM,1674,221255
510,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (40"", 150# RF)",3.0000000,2,70.0000000,,26/04/2024 11:14:16 AM,1674,221256
510,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (42"", 300# RF)",15.0000000,2,105.0000000,,26/04/2024 11:14:20 AM,1674,221257
510,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (42"", 600# RF)",3.0000000,2,120.0000000,,26/04/2024 11:14:23 AM,1674,221258
510,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (6"", 150# RF)",67.0000000,2,10.0000000,,26/04/2024 11:14:26 AM,1674,221259
510,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (6"", 300# RF)",87.0000000,2,14.0000000,,26/04/2024 11:14:34 AM,1674,221260
510,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (6"", 600# RF)",14.0000000,2,20.0000000,,26/04/2024 11:14:37 AM,1674,221261
510,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (8"", 150# RF)",67.0000000,2,20.0000000,,26/04/2024 11:14:41 AM,1674,221262
510,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (8"", 300# RF)",49.0000000,2,25.0000000,,26/04/2024 11:14:51 AM,1674,221263
510,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (8"", 600# RF)",19.0000000,2,30.0000000,,26/04/2024 11:14:44 AM,1674,221264
510,"Size: 1 1/2"" (Size: 40mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",39.0000000,2,3.0468000,,26/04/2024 11:14:55 AM,1674,129722
510,"Size: 1"" (Size: 25mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",49.0000000,2,6.6212000,,26/04/2024 11:14:58 AM,1674,129736
510,"Size: 1"" (Size: 25mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",35.0000000,2,6.6808000,,26/04/2024 11:15:01 AM,1674,129737
510,"Size: 1"" (Size: 25mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",27.0000000,2,2.7064000,,26/04/2024 11:15:05 AM,1674,129738
510,"Size: 10"" (Size: 250mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",36.0000000,2,12.9276000,,26/04/2024 11:15:08 AM,1674,129763
510,"SPIRAL WOUND GASKET - GRAPH FILL CS I/R CS O/R (12"", 150# RF)",30.0000000,2,40.0000000,,26/04/2024 11:15:12 AM,1674,221265
510,"Size: 2"" (Size: 50mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",79.0000000,2,7.2000000,,26/04/2024 11:15:15 AM,1674,129811
510,"Size: 2"" (Size: 50mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",175.0000000,2,7.2255000,,26/04/2024 11:15:18 AM,1674,129812
510,"Size: 2"" (Size: 50mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",53.0000000,2,3.8638000,,26/04/2024 11:15:36 AM,1674,129813
510,"Size: 3"" (Size: 80mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",61.0000000,2,7.6510000,,26/04/2024 11:15:39 AM,1674,129856
510,"Size: 3"" (Size: 80mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",74.0000000,2,7.7787000,,26/04/2024 11:15:43 AM,1674,129857
510,"Size: 3/4"" (Size: 20mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",40.0000000,2,6.5957000,,26/04/2024 11:15:49 AM,1674,129872
510,"Size: 3/4"" (Size: 20mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",7.0000000,2,6.6212000,,26/04/2024 11:15:52 AM,1674,129873
510,"Size: 4"" (Size: 100mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",62.0000000,2,8.4000000,,26/04/2024 11:15:59 AM,1674,129903
510,"Size: 4"" (Size: 100mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",39.0000000,2,8.4680000,,26/04/2024 11:16:03 AM,1674,129904
510,"Size: 6"" (Size: 150mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",63.0000000,2,9.3531000,,26/04/2024 11:16:06 AM,1674,129929
510,"Size: 6"" (Size: 150mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",52.0000000,2,10.0680000,,26/04/2024 11:16:12 AM,1674,129930
510,SPIRAL WOUND GASKET (Ø 1987 x Ø1851 x Ø1775 x Ø1745) FOR ATR BODY FLANGE (UPPER FLANGE),5.0000000,2,100.0000000,,26/04/2024 11:16:16 AM,1674,221320
510,SPIRAL WOUND GASKET (Ø1324 x Ø1250 x Ø1220 x Ø1190) FOR BODY FLANGES FOR ERG MIXER,5.0000000,2,100.0000000,,26/04/2024 11:16:19 AM,1674,221325
510,SPIRAL WOUND GASKET (Ø1414 x Ø1290 x Ø1260 x Ø1240) FOR BODY FLANGES FOR ERG MIXER,5.0000000,2,100.0000000,,26/04/2024 11:16:24 AM,1674,221326
511,Заправка Аргон газообразный цилиндрических газ баллонов,154.0000000,2,3.4100000,,,1463,218276
512,Loyiha smeta xujjatlarini shaharsozlik ekspertizasidan o'tkazish bo'yicha,1.0000000,2,800.0000000,,,1685,222423
513,"STUD BOLT & 2-NUTS (1 1/2""-8UNxL300)",2.0000000,8,8.0000000,,26/04/2024 11:19:40 AM,1674,220437
513,"STUD BOLT & 2-NUTS (1 1/4""-8UNxL235)",2.0000000,8,6.0000000,,26/04/2024 11:19:48 AM,1674,220438
513,"STUD BOLT & 2-NUTS SHALL BE COATED WITH MOLYKOTE P-37 (1 1/8""-8UNxL160)",2.0000000,8,5.0000000,,26/04/2024 12:17:50 PM,1674,220439
513,"STUD BOLT & 2-NUTS SHALL BE COATED WITH MOLYKOTE P-37 (1 1/8""-8UNxL210)",4.0000000,8,6.0000000,,26/04/2024 12:17:56 PM,1674,220440
513,"STUD BOLT & 2-NUTS SHALL BE COATED WITH MOLYKOTE P-37 (1 7/8""-8UNxL305)",5.0000000,8,7.0000000,,26/04/2024 12:18:01 PM,1674,220441
513,"STUD BOLT & 2-NUTS (1""-UNCxL185)",4.0000000,8,5.0000000,,26/04/2024 12:18:06 PM,1674,220442
513,"STUD BOLTS/4~HEAVY HEX NUTS (1/2""x13UNCxL105)",56.0000000,8,5.0000000,,26/04/2024 12:20:02 PM,1674,220443
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (3/4""xL120)",2.0000000,8,5.0000000,,26/04/2024 12:20:08 PM,1674,220444
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (5/8""xL120)",4.0000000,8,5.0000000,,26/04/2024 12:20:15 PM,1674,220445
513,"STUD BOLT & HEAVY HEX NUT (16xM12xL70) WITH WASHER (O.D.24 / I.D.13, Thk.2.5) FOR ERG MIXER INTERNAL PIPE",4.0000000,8,5.0000000,,26/04/2024 12:20:21 PM,1674,220446
513,"STUD BOLT & HEAVY HEX NUT (2 1/2""-8UNxL520) WITH WASHER (O.D.115 / I.D.67, Thk.7) FOR ERG MIXER INTERNAL PIPE",4.0000000,8,10.0000000,,26/04/2024 12:20:31 PM,1674,220447
513,"STUD BOLT & 2-NUTS (2""-8UNxL580)",6.0000000,8,10.0000000,,26/04/2024 12:20:40 PM,1674,220448
513,STUD BOLT & NUT (24xM20xL150) FOR GAS NOZZLE,8.0000000,8,5.0000000,,26/04/2024 12:20:49 PM,1674,220449
513,"HEX BOLT & 2 HEAVY HEX. NUTS (3/4""-10UNCxL110)",4.0000000,8,5.0000000,,26/04/2024 12:20:57 PM,1674,220450
513,"STUD BOLT & 2-NUTS (3/4""-UNCxL110)",4.0000000,8,5.0000000,,26/04/2024 12:21:05 PM,1674,220451
513,"STUD BOLT & 2-NUTS (3/4""-UNCxL135)",2.0000000,8,5.0000000,,26/04/2024 12:21:12 PM,1674,220452
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (3/4""xL100)",2.0000000,8,5.0000000,,26/04/2024 12:21:19 PM,1674,220453
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (5/8""xL100)",14.0000000,8,5.0000000,,26/04/2024 12:21:26 PM,1674,220454
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (3/4""xL100)",4.0000000,8,5.0000000,,26/04/2024 12:21:32 PM,1674,220455
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (5/8""xL100)",4.0000000,8,5.0000000,,26/04/2024 12:21:37 PM,1674,220456
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (3/4""xL120)",2.0000000,8,5.0000000,,26/04/2024 12:21:42 PM,1674,220457
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (5/8""xL120)",8.0000000,8,5.0000000,,26/04/2024 12:21:50 PM,1674,220458
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (3/4""xL125)",4.0000000,8,5.0000000,,26/04/2024 12:21:56 PM,1674,220460
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (3/4""xL135)",3.0000000,8,5.0000000,,26/04/2024 12:22:01 PM,1674,220461
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (3/4""xL135)",4.0000000,8,5.0000000,,26/04/2024 12:22:08 PM,1674,220462
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (7/8""xL150)",5.0000000,8,5.0000000,,26/04/2024 12:22:16 PM,1674,220463
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (7/8""xL150)",2.0000000,8,5.0000000,,26/04/2024 12:22:21 PM,1674,220464
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (7/8""xL175)",5.0000000,8,5.0000000,,26/04/2024 12:22:29 PM,1674,220465
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (7/8""xL175)",5.0000000,8,5.0000000,,26/04/2024 12:22:36 PM,1674,220466
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (1 1/8""xL215)",6.0000000,8,6.0000000,,26/04/2024 12:22:41 PM,1674,220467
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (5/8""xL90)",6.0000000,8,5.0000000,,26/04/2024 12:22:47 PM,1674,220468
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (5/8""xL90)",6.0000000,8,5.0000000,,26/04/2024 12:22:52 PM,1674,220469
513,"BOLT/NUTS, STUD BOLT/NUT (M16xL95)",4.0000000,8,5.0000000,,26/04/2024 12:22:58 PM,1674,220471
513,"BOLT/NUTS, STUD BOLT/NUT (M20xL120)",2.0000000,8,5.0000000,,26/04/2024 12:23:06 PM,1674,220472
513,"BOLT/NUTS, STUD BOLT/NUT (M24xL135)",3.0000000,8,5.0000000,,26/04/2024 12:23:12 PM,1674,220473
513,"BOLT/NUTS, STUD BOLT/NUT (M24xL140)",4.0000000,8,5.0000000,,26/04/2024 12:23:17 PM,1674,220474
513,"BOLT/NUTS, STUD BOLT/NUT (M27xL160)",3.0000000,8,5.0000000,,26/04/2024 12:23:22 PM,1674,220475
513,"BOLT/NUTS, STUD BOLT/NUT (M30xL170)",4.0000000,8,5.0000000,,26/04/2024 12:23:28 PM,1674,220476
513,"BOLT/NUTS, STUD BOLT/NUT (M30xL180)",4.0000000,8,5.0000000,,26/04/2024 12:23:35 PM,1674,220477
513,"BOLT/NUTS, STUD BOLT/NUT (M30xL220)",6.0000000,8,6.0000000,,26/04/2024 12:23:42 PM,1674,220478
513,"BOLT/NUTS, STUD BOLT/NUT (M52xL350)",8.0000000,8,7.0000000,,26/04/2024 12:23:49 PM,1674,220479
513,"BOLT/NUTS, STUD BOLT/NUT (M52xL360)",4.0000000,8,7.0000000,,26/04/2024 12:23:54 PM,1674,220480
513,"BOLT/NUTS, STUD BOLT/NUT (M56xL400)",4.0000000,8,8.0000000,,26/04/2024 12:24:02 PM,1674,220481
513,STUD BOLT & NUT (48xM20xL100) FOR LINER CONE,14.0000000,8,5.0000000,,26/04/2024 12:24:08 PM,1674,220482
513,STUD BOLT & NUT (4xM16xL78) FOR GAS NOZZLE,8.0000000,8,5.0000000,,26/04/2024 12:24:14 PM,1674,220483
513,"STUD BOLT & 2-NUTS (5/8""-UNCxL110)",6.0000000,8,5.0000000,,26/04/2024 12:24:20 PM,1674,220484
513,"STUD BOLT & 2-NUTS SHALL BE COATED WITH MOLYKOTE P-37 (5/8""-UNCxL115)",4.0000000,8,5.0000000,,26/04/2024 12:24:28 PM,1674,220485
513,"STUD BOLT & 2-NUT (8xM16xL110) WITH WASHER (O.D.30 / I.D.17, Thk.3) FOR GAS NOZZLE",4.0000000,8,5.0000000,,26/04/2024 12:24:35 PM,1674,220487
513,"BOLT/NUTS, STUD BOLT W/H HEX NUT (M16xL50)",17.0000000,8,5.0000000,,26/04/2024 12:24:42 PM,1674,220488
513,"BOLT/NUTS, STUD BOLT W/H HEX NUT (M20xL55)",12.0000000,8,5.0000000,,26/04/2024 12:24:49 PM,1674,220489
513,"BOLT/NUTS, STUD BOLT W/H HEX NUT (U 3/4""-10UNCxL100)",17.0000000,8,5.0000000,,26/04/2024 12:24:55 PM,1674,220490
513,"BOLT/NUTS, STUD BOLT W/H NUT (1 1/2""xL320)",15.0000000,8,8.0000000,,26/04/2024 12:25:01 PM,1674,220491
513,"BOLT/NUTS, STUD BOLT W/H NUT (1 1/8""xL195)",4.0000000,8,5.0000000,,26/04/2024 12:25:07 PM,1674,220492
513,"BOLT/NUTS, STUD BOLT W/H NUT (1 3/4""xL370)",15.0000000,8,7.0000000,,26/04/2024 12:25:14 PM,1674,220493
513,"BOLT/NUTS, STUD BOLT W/H NUT (1 3/8""xL290)",36.0000000,8,5.0000000,,26/04/2024 12:25:21 PM,1674,220494
513,"BOLT/NUTS, STUD BOLT W/H NUT (3/4""xL115)",4.0000000,8,5.0000000,,26/04/2024 12:25:28 PM,1674,220495
513,"BOLT/NUTS, STUD BOLT W/H NUT (3/4""xL130)",5.0000000,8,5.0000000,,26/04/2024 12:25:34 PM,1674,220496
513,"BOLT/NUTS, STUD BOLT W/H NUT (5/8""xL95)",4.0000000,8,5.0000000,,26/04/2024 12:25:41 PM,1674,220497
513,HEX. BOLT/NUT (M16xL40),4.0000000,8,5.0000000,,26/04/2024 12:25:47 PM,1674,220498
513,HEX. BOLT/NUT (M16XxL50),4.0000000,8,5.0000000,,26/04/2024 12:25:56 PM,1674,220499
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (U 3/4""-10UNCxL125)",6.0000000,8,5.0000000,,26/04/2024 12:26:18 PM,1674,220501
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (U 5/8""-11UNCxL105)",2.0000000,8,5.0000000,,26/04/2024 12:26:25 PM,1674,220502
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (1 7/8""-8UNxL320)",5.0000000,8,8.0000000,,26/04/2024 12:26:34 PM,1674,220503
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (5/8""xL115)",15.0000000,8,5.0000000,,26/04/2024 12:26:41 PM,1674,220504
513,"BOLT/NUT (5/8""xL85)",18.0000000,8,5.0000000,,26/04/2024 12:26:49 PM,1674,220505
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (5/8""xL100)",4.0000000,8,5.0000000,,26/04/2024 12:27:00 PM,1674,220506
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (3/4""xL115)",8.0000000,8,5.0000000,,26/04/2024 12:27:08 PM,1674,220507
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (3/4""xL135)",6.0000000,8,5.0000000,,26/04/2024 12:27:16 PM,1674,220508
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (3/4""xL140)",2.0000000,8,5.0000000,,26/04/2024 12:27:22 PM,1674,220509
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (1""xL170)",4.0000000,8,5.0000000,,26/04/2024 12:27:28 PM,1674,220510
513,"BOLT/NUTS, STUD BOLT W/H HEX NUT (1 1/4""xL305)",8.0000000,8,8.0000000,,26/04/2024 12:27:34 PM,1674,220511
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (1 1/4""xL305)",5.0000000,8,8.0000000,,26/04/2024 12:27:41 PM,1674,220512
513,"BOLT/NUTS, STUD BOLT W/H HEX NUT (1 1/2""xL315)",2.0000000,8,8.0000000,,26/04/2024 12:27:48 PM,1674,220513
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (1 1/2""xL315)",4.0000000,8,8.0000000,,26/04/2024 12:27:54 PM,1674,220514
513,"BOLT/NUTS, STUD BOLT/2-HEAVY NUT (1 1/4""xL320)",4.0000000,8,8.0000000,,26/04/2024 12:28:04 PM,1674,220515
513,"BOLT/NUTS, STUD BOLT W/H HEX NUT (1 1/4""xL330)",4.0000000,8,8.0000000,,26/04/2024 12:28:11 PM,1674,220516
513,"BOLT/NUTS, STUD BOLT W/H HEX NUT (1 1/2""xL385)",2.0000000,8,8.0000000,,26/04/2024 12:28:19 PM,1674,220517
