Catalogue ID,Catalogue Number,Catalogue Description,User Defined Text Box1,UOMID
107512,WIM0067290,"FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ - FLAMMABILITY : UL VW-1, 600V, 125℃, EXECPT CLAR2.5sqmm (JHS225-XX-4)  - 1EA(100m) (WHITE) -  (HE-1420-0107)",O0022892,2
107513,WIM0067291,"FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ - FLAMMABILITY : UL VW-1, 600V, 125℃, EXECPT CLARØ30mm (JHS225-XX-30) -  (HE-1550-0025)",O0022893,2
107514,WIM0067292,"FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ - FLAMMABILITY : UL VW-1, 600V, 125℃, EXECPT CLAR 25sqmm (JHS225-XX-12) -  (HE-1550-0733)",O0022894,2
107515,WIM0067293,"CABLE SIGN POSTBRASS PLATE (300X100X4)BRASS ROUNDHEAD WOOD SCREW (M4X25)PLASTIC ANCHOR RAWL PLUGS (M6)BOTH WAY( "" ㄱ "" Type) -  (HE-1550-0704)",O0022895,2
107516,WIM0067294,CABLE SIGN POSTBRASS PLATE (300X100X4)BRASS ROUNDHEAD WOOD SCREW (M4X25)PLASTIC ANCHOR RAWL PLUGS (M6)BOTH WAY -  (HE-1550-0079),O0022896,2
107517,WIM0067295,CABLE ROUTE MARKER- DESCRIPTION WITH ENGLISH & RUSSIAN- DIRECTION PLATE : BRASS PLATE ON TOP OF CONCRETE FOUNDATION IN PAVED AREA. -  (HE-1550-0701),O0022897,2
107518,WIM0067296,CABLE SIGN POSTBRASS PLATE (300X100X4)BRASS ROUNDHEAD WOOD SCREW (M4X25)PLASTIC ANCHOR RAWL PLUGS (M6)RIGHT LEFT WAY -  (HE-1550-0702),O0022898,2
107519,WIM0067297,CABLE ROUTE MARKER- DESCRIPTION WITH ENGLISH & RUSSIAN- DIRECTION PLATE : SUS 304 PLATE ON TOP OF CONCRETE FOUNDATION IN UNPAVED AREA.- DIRECTION PLATE : BRASS PLATE ON TOP OF CONCRETE FOUNDATION IN PAVED AREA. -  (HE-1505-0084),O0022899,2
107520,WIM0067298,CABLE SIGN POSTBRASS PLATE (300X100X4)BRASS ROUNDHEAD WOOD SCREW (M4X25)PLASTIC ANCHOR RAWL PLUGS (M6)TEE -  (HE-1550-0703),O0022900,2
107521,WIM0067299,"Bolt, Nut, Flat & Spring Washer M8 -  (HE-1545-0208)",O0022901,8
107522,WIM0067300,"CABLE SIGN POSTBRASS PLATE (300X100X1) SUS ROUNDHEAD WOOD SCREW (M4X25)PLASTIC ANCHOR RAWL PLUGS (M6)BOTH WAY( "" ㄱ "" Type) -  (HE-1550-0811)",O0022902,2
107523,WIM0067301,CABLE ROUTE MARKER- DESCRIPTION WITH ENGLISH & RUSSIAN  DIRECTION PLATE : SUS 304 PLATE ON TOP OF CONCRETE FOUNDATION IN UNPAVED AREA.- DIRECTION PLATE : BRASS PLATE ON TOP OF CONCRETE FOUNDATION IN PAVED AREA. -  (HE-1550-0809),O0022903,2
107524,WIM0067302,"SUS ROUNDHEAD WOOD SCREW (M4X25) & PLASTIC ANCHOR RAWL PLUGS (M6) (For CABLE ROUTE MARKER, CABLE SIGN POST)  (HE-1550-0812)",O0022904,8
107525,WIM0067303,Coupling (for THREAD ROD) M8 -  (HE-1550-0101),O0022905,2
107526,WIM0067304,"FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ - FLAMMABILITY : UL VW-1, 600V, 125℃, EXECPT ",O0022906,2
107527,WIM0067305,Joint Connector (Coupler) H:100 L:175 T:2.0  -  (HE-1501-0437),O0022907,2
107528,WIM0067306,ROUND HEAD BOLT & NUT & 2 FLAT WASHER & 1 SPRING WASHER FOR BONDING JUMPER M10*19 -  (HE-1501-0790),O0022908,8
107529,WIM0067307,"LOCKNUT- MATERIAL : GALVAINZED STEEL- THREAD : NPT  THREADM20 (3/4"") -  (HE-1505-0006)",O0022909,2
107530,WIM0067308,"CONDUIT BUSHING- MATERIAL : CAST IRON- THREAD : NPT  THREAD2"" -  (HE-1550-0284)",O0022910,2
107531,WIM0067309,"Bracket, CFESBZ -  (HE-1560-0004)",O0022911,2
107532,WIM0067310,"U-BOLT - HOT DIP GALVANIZED-FOR CONDUIT1""  -  (HE-1550-0092)",O0022912,2
107533,WIM0067311,"Connector (Coupler for Raceway) 40Н x 175L, 1,5t -  (HE-1501-0060)",O0022913,2
107534,WIM0067312,Accessories - 324pcs anchor bolt  (Part of the Ex Panel) -  (HE-1575-1748),O0022914,2
107535,WIM0067313,Cover Clamp H:40 -  (HE-1501-0064),O0022915,2
107536,WIM0067314,"ADAPTER- MATERIAL : GALVAINZED STEEL- THREAD : PF TO NPT     PF16 - 3/4""  (MALE - FEMALE) -  (HE-1505-0108)",O0022916,2
107537,WIM0067315,RJ-45 Connector -  (HE-1550-0623),O0022917,2
107538,WIM0067316,M16 Anchor Bolts -  (HE-1550-0187),O0022918,2
107539,WIM0067317,Hanger A-type Подвес тип А (for Lighting / для светильников) 70W x 40H -  (HE-1501-0107),O0022919,2
107540,WIM0067318,GROUNDING TERMINAL LUG- MATERIAL : TINNED COPPERCONDUCTOR SIZE  70 Sqmm (M10) -  (HE-1530-0167),O0022920,2
107541,WIM0067319,"Cable Gland Shroud E1FW-DNEX-20d(S)_Long Thread(35mm), DASD-A20a -  (3)",O0022921,2
107542,WIM0067320,"Cable Gland Shroud E1FW-DNEX-20d(S)_Long Thread(35mm), DASD-B20b -  (4)",O0022922,2
107543,WIM0067321,"Cable Gland Shroud E1FW-DNEX-20d(S)_Long Thread(35mm), DASD-B25 -  (5)",O0022923,2
107544,WIM0067322,Cable Gland Shroud A40 -  (9),O0022924,2
107545,WIM0067323,Cable Gland Shroud B40 -  (6),O0022925,2
107546,WIM0067324,Cable Gland Shroud A50 -  (12),O0022926,2
107547,WIM0067325,Cable Gland Shroud A75 -  (11),O0022927,2
107548,WIM0067326,Cable Gland Shroud B32 -  (8),O0022928,2
107549,WIM0067327,"FLEXIBLE CONDUIT - ZINC PLATED STEEL WITH PVC JACKET  - PVC JACKET SHOULD CREATE A LIQUIDTIGHT CONDUIT RESISTANT TO MOST OILS  - WEATHER PROOF TYPE (IP55) M25 (1"")  -  (HE-1505-0029)",O0022929,12
107550,WIM0067328,"600/1000V TERMINAL LUG- ONE HOLE TYPE - MATERIAL : ELECTROLYTIC COPPER, TIN PLATED.95 sqmm (Hole Size : M12) -  (HE-1420-0074)",O0022930,2
107551,WIM0067329,"600/1000V TERMINAL LUG TWO HOLE TYPE- MATERIAL : ELECTROLYTIC COPPER, TIN PLATED.120 sqmm (Hole Size : M12) -  (HE-1420-0076)",O0022931,2
107552,WIM0067330,"600/1000V TERMINAL LUG TWO HOLE TYPE- MATERIAL : ELECTROLYTIC COPPER, TIN PLATED.240 sqmm (Hole Size : M12) -  (HE-1420-0079)",O0022932,2
107553,WIM0067331,"EATON CEAG Crouse-Hinds GHG 512 32A, 690V 4 Pin Plug GHG5127406R0001 3P+E -  (15)",O0022933,2
107554,WIM0067332,"600/1000V TERMINAL LUG- TWO HOLE TYPE- MATERIAL : HIGH CONDUCTIVITY COPPER, TIN PLATED. 300 sqmm  -  (HE-1420-0016)",O0022934,2
107555,WIM0067333,"600/1000V TERMINAL LUG-  TWO HOLE TYPE- MATERIAL : HIGH CONDUCTIVITY COPPER, TIN PLATED.95 sqmm (Hole Size : M12) -  (HE-1550-0684)",O0022935,2
107556,WIM0067334,6kV TERMINATION KITS (FOR SWGR)3/C - 150 Sqmm / PPET-0211 -  (HE-1420-0031),O0022936,2
107557,WIM0067335,"600/1000V TERMINAL LUG TWO HOLE TYPE- MATERIAL : ELECTROLYTIC COPPER, TIN PLATED.150 sqmm (Hole Size : M12) -  (HE-1420-0077)",O0022937,2
107558,WIM0067336,6kV TERMINATION KITS (FOR SWGR)3/C - 120 Sqmm / PPET-0210 -  (HE-1420-0030),O0022938,2
107559,WIM0067337,"600/1000V TERMINAL LUG- ONE HOLE TYPE - MATERIAL : HIGH CONDUCTIVITY COPPER, TIN PLATED.185 sqmm (Hole Size : M12) -  (HE-1420-0101)",O0022939,2
107560,WIM0067338,"Cable Gland, A2F-40 -  (HE-1450-0052)",O0022940,2
107561,WIM0067339,"600/1000V TERMINAL LUG- ONE HOLE TYPE - MATERIAL : HIGH CONDUCTIVITY COPPER, TIN PLATED. '120 sqmm (Hole Size : M12) -  (HE-1420-0118)",O0022941,2
107562,WIM0067340,"600/1000V TERMINAL LUG-  TWO HOLE TYPE- MATERIAL : HIGH CONDUCTIVITY COPPER, TIN PLATED.500 sqmm (Hole Size : M14) -  (HE-1550-0688)",O0022942,2
107563,WIM0067341,"600/1000V TERMINAL LUG- ONE HOLE TYPE- MATERIAL : HIGH CONDUCTIVITY COPPER, TIN PLATED.95 sqmm (Hole Size : M12) -  (HE-1550-0683)",O0022943,2
107564,WIM0067342,shroud DASD-A50 -  (HE-1450-0211),O0022944,2
107565,WIM0067343,shroud DASD-A63 -  (HE-1450-0212),O0022945,2
107566,WIM0067344,"Steel Plate SS304L, 50x150x5t -  (HE-1545-0218)",O0022946,2
107567,WIM0067345,"Cable Gland, E1FW-DNEX-32 -  (HE-1450-0227)",O0022947,2
107568,WIM0067346,"Cable Gland, A2F-S-25 -  (HE-1450-0232)",O0022948,2
107569,WIM0067347,"Cable Gland, A2F-S-40(s) -  (HE-1450-0234)",O0022949,2
107570,WIM0067348,"Cable Gland, E1FW-DNEX-25a -  (HE-1450-0184)",O0022950,2
107571,WIM0067349,"Serrated Washer, SW-M75 -  (HE-1450-0236)",O0022951,2
107572,WIM0067350,"Anode Lead Cable 0.6/1kV Cu/XLPE/LC/PVC/DATA/FR-PVC, 16sqmm -  (HE-1545-0090)",O0022952,12
107573,WIM0067351,AIR TERMINAL - SIZE : 16mm DIA. x 450 mm LENGTH -  (1),O0022953,2
107574,WIM0067352,"GROUNDING PLATE- HOT DIP GALVANIZED- WITH 1-HOLE, 11mm DIA.- GRIND EDGES SMOOTH AT CORNERS50 x 70 x 6t -  (HE-1430-0069)",O0022954,2
107575,WIM0067353,Channel Section Steel (100×48×5.3×7.76) -  (HE-1101-0156),O0022955,2
107576,WIM0067354,Hanger for M16 Rod -  (HE-1510-0025),O0022956,2
107577,WIM0067355,"Joint Connector (Coupler) 150H x 175L, 2t -  (HE-1501-0055)",O0022957,2
107578,WIM0067356,HEX BOLT M6 X 30L (SUS) -  (6),O0022958,2
107579,WIM0067357, NUT M6 (SUS) -  (7),O0022959,2
107580,WIM0067358,"HEX BOLT, NUT, FLAT&SPRING WAHSERM6 X 30L (SUS) -  (5)",O0022960,8
107581,WIM0067359,"HEX BOLT, NUT, FLAT&SPRING WAHSER(For TERMINAL LUG)M12 X 40L (SUS) -  (HE-1550-0761)",O0022961,8
107582,WIM0067360,COUPLING (For THREAD ROD) M12 -  (HE-1550-0757),O0022962,2
107583,WIM0067361,Fixing Screw for Wall Type Mould ( For Gypsum with Concrete or Brick ) (for LTG / FA / Communication)M6 x 50L - 1bag = 100ea (HE-1550-0314),O0022963,19
107584,WIM0067362,Concrete Expansion Anchor Bolt- Material : Stainless Steel- With Nut & WashersM16 X 100L -  (HE-1505-0138),O0022964,2
107585,WIM0067363,"UNISTRUT CONDUIT CLAMP- MATERIAL : HOT DIP GALVANIZED1-1/2""  -  (HE-1505-0154-1)",O0022965,2
107586,WIM0067364,"UNISTRUT CONDUIT CLAMP- MATERIAL : HOT DIP GALVANIZED5""  -  (HE-1505-0154)",O0022966,2
107587,WIM0067365,"UNISTRUT CONDUIT CLAMP- MATERIAL : HOT DIP GALVANIZED6"" -  (HE-1505-0155)",O0022967,2
107588,WIM0067366,"GALVANIZED STEEL FLEXIBLE CORRUGATED CONDUIT CONNECTOR- FEMALE TYPE- MATERIAL : ELECTRIC GALVANIZED  Weather Proof- Thread : NPT 1-1/4"" -  (HE-1505-0127)",O0022968,2
107589,WIM0067367,"CONDUIT ELBOW- LB TYPE - MATERIAL : Aluminium Alloy - THREAD : NPT- EXPLOSION PROOF TYPE(ZONE 2, IIA, IIB & IIC, T3, IP55) 3/4""       -  (HE-1505-0093)",O0022969,2
107590,WIM0067368,"- LL TYPE - MATERIAL : Aluminium Alloy - THREAD : NPT- EXPLOSION PROOF TYPE(ZONE 2, IIA, IIB & IIC, T3, IP55) 3/4""  - (HE-1505-0094)",O0022970,2
107591,WIM0067369,Арматура для непаянного присоединения EAKT-1659 -  (HE-1420-0089),O0022971,2
107592,WIM0067370,Муфта концевая POLT-12D/1XI -  (HE-1420-0084),O0022972,2
107593,WIM0067371,Terminal  Lug  - 150 SQ -  (HE-1420-0090),O0022973,2
107594,WIM0067372,Terminal  Lug  - 240 SQ -  (HE-1420-0090-1),O0022974,2
107595,WIM0067373,Terminal  Lug  - 400 SQ -  (HE-1420-0090-2),O0022975,2
107596,WIM0067374,COPPER BONDED STEEL ROD WITH 1-COUPLING -  (HE-1430-0035-1),O0022976,2
107597,WIM0067375,INCLUDING DRIVING HEAD AND SPIKE- 16mm DIA. X 3600mm,O0022977,2
107598,WIM0067376,CABLE SIGN POSTBRASS PLATE (300X100X4)RIGHT LEFT WAY -  (HE-1550-0080),O0022978,2
107599,WIM0067377,CABLE SIGN POSTBRASS PLATE (300X100X4)TEE -  (HE-1550-0081),O0022979,2
107600,WIM0067378,CABLE SIGN POSTBRASS PLATE (300X100X4)CROSS OVER          -  (HE-1550-0082),O0022980,2
107601,WIM0067379,"Светильник Ceiling recessed  mounted type, (Indoor used) (L-11A) -  (HE-1565-0069)",O0022981,2
107602,WIM0067380,"PVC CONNECTOR  3/4"" -  (HE-1550-0204)",O0022982,2
107603,WIM0067381,"Bolt, Nut, Flat & Spring Washer M6 -  (HE-1545-0207)",O0022983,8
107604,WIM0067382,"PVC CAP 2"", For Tank Bottom Monitoring Tube -  (HE-1545-0209)",O0022984,2
107605,WIM0067383,"Bracket, CFESBZ -  (HE-1560-0119)",O0022985,2
107606,WIM0067384,ACCESSORIES OF TUMBLER SWITCH 1G 1WAY FLUSH TYPE -  (HE-1595-0076),O0022986,2
107607,WIM0067385,Reflector ( 250 W) -  (HE-1560-0033),O0022987,2
107608,WIM0067386,HOLD DOWN CLAMP -  (HE-1501-1015),O0022988,2
107609,WIM0067387,LOCKNUT NPT 28mm with rubber gasket  -  (3333),O0022989,2
107610,WIM0067388,"CONDUIT BUSHING - MATERIAL : CAST IRON- THREAD : NPT  THREAD 2"" -  (HE-1550-0786)",O0022990,2
107611,WIM0067389,COUPLING (for THREAD ROD) - MATERIAL : ELECTRO GALVANIZEDM16 -  (2),O0022991,2
107612,WIM0067390,COUPLING (for THREAD ROD) - MATERIAL : ELECTRO GALVANIZEDM12 -  (HE-1550-0146),O0022992,2
107613,WIM0067391,"Cable Gland, E1FW-DNEX-32a(S) -  (HE-1450-0010)",O0022993,2
107614,WIM0067392,"Cable Gland, E1FW-DNEX-32a(s) -  (HE-1450-0226)",O0022994,2
107615,WIM0067393,"Cable Gland, E1FW-DNEX-32a(s) -  (HE-1450-0087)",O0022995,2
107616,WIM0067394,"Cable Gland, E1FW-DNEX-75 -  (HE-1450-0065)",O0022996,2
107617,WIM0067395,"HEX BOLT, NUTS AND FLAT WASHER, SPRING WASHER- For TERMINAL LUGM12 X 40L -  (HE-1550-0694)",O0022997,8
107618,WIM0067396,"HEX BOLT, NUTS AND FLAT WASHER, SPRING WASHER- For TERMINAL LUGM14 X 40L -  (HE-1550-0695)",O0022998,8
107619,WIM0067397,"HEX BOLT, NUTS AND FLAT WASHER, SPRING WASHER- For TERMINAL LUGM8 X 25L -  (HE-1550-0692)",O0022999,8
107620,WIM0067398,"HEX HEAD BOLT & NUT, FLAT & SPRING WASHER (ASSEMBLY)- MATERIAL : HOT DIP GALVANIZED ( MORE THAN M10 ) OR ELECTRO GALVANIZED    M10 x 50L -  (HE-1550-0711)",O0023000,8
107621,WIM0067399,HEX BOLT M14x50 -  (HE-1550-0713),O0023001,8
107622,WIM0067400,"HEX HEAD BOLT & NUT, FLAT & SPRING WASHER (ASSEMBLY)- MATERIAL : HOT DIP GALVANIZED ( MORE THAN M10 ) OR ELECTRO GALVANIZED ( LESS THAN M8 )    M16 x 50L  -  (HE-1550-0714)",O0023002,8
107623,WIM0067401,"HEX HEAD NUT, FLAT &  SPRING WASHER M10 M12 -  (HE-1505-0181)",O0023003,8
107624,WIM0067402,"BOLT, NUTS AND FLAT WASHER, SPRING WASHER (for TERMINAL LUG)M12 x 40L -  (HE-1420-0059)",O0023004,8
107625,WIM0067403,Калибратор измеритель температуры КИТ-1  ,O0023005,2
107626,WIM0067404,"ИПП Exd-I18J-1 PR-5437 Pt100 -196,,,65 -  (RESERVE 1)",O0023006,2
107627,WIM0067405,ТСПТ Exd111К-J17-2хPt100-А3Н25-С10-6-320/120-*955.21-К1/2    ЮНКЖ 020-RF.2.600#-К1/2.Н-С316L-35/8-320   -  (RESERVE 8),O0023007,2
107628,WIM0067406,ТСПТ Exi303К-060-2хPt100-В3-С10-6-120/26000-К1/2-955.60.21 ЮНКЖ 018-32.А.500-К1_2.Н-С316L-16-120  -  (RESERVE 2OXYGEN SERVICE),O0023008,2
107629,WIM0067407,ТСПТ Exi303К-060-2хPt100-В3-С10-6-200/26000-К1/2-955.60.21 ЮНКЖ 018-32.А.500-К1_2.Н-АМг6-20-200  -  (RESER 4OXYGEN SERVICE),O0023009,2
107630,WIM0067408,ТСПТ Exi303К-060-2хPt100-В3-С10-6-320/8000-К1/2-955.60.21 ЮНКЖ 018-32.А.500-К1_2.Н-С316L-20-320  -  (RESERVE 6),O0023010,2
107631,WIM0067409,ТСПТ Exi303К-060-2хPt100-В3-С10-6-300/15000-К1/2-955.60.21 ЮНКЖ 018-32.А.500-К1_2.Н-АМг6-20-300  -  (RESERVE 7),O0023011,2
107632,WIM0067410,"ТСПТ Exd111-J17-2хPt100-А3Н25-С10-6-390/120-*955.21-К1/2 (ЮНКЖ 405211.111-955.21.00 ВО, КВ из нерж. стали,) ЮНКЖ 020-RF.2.300#-К1/2.Н-С316L-35/8-390  -  (RESERVE 9)",O0023012,2
107633,WIM0067411,"ТСПТ Exd111-J17-2хPt100-А3Н25-С10-6-400/120-*955.21-К1/2 (ЮНКЖ 405211.111-955.21.00 ВО, КВ из нерж. стали,) ЮНКЖ 020-RF.2.300#-К1/2.Н-С316L-35/8-400  -  (RESERVE 10)",O0023013,2
107634,WIM0067412,"ТСПТ Exd111-J17-2хPt100-А3Н25-С10-6-460/120-*955.21-К1/2 (ЮНКЖ 405211.111-955.21.00 ВО, КВ из нерж. стали,) ЮНКЖ 020-RF.2.300#-К1/2.Н-С316L-35/8-460  -  (RESERVE 11)",O0023014,2
107635,WIM0067413,UNKJ 018-32.A.500-K1/2.H-AMr6-20-200 #334 01.21 (трубка) -  (RESERVE 4),O0023015,2
107636,WIM0067414,Valve 2082_307514_5048_050 -  (4),O0023016,2
107637,WIM0067415,Valve 2082_307514_5027_022 -  (3),O0023017,2
107638,WIM0067416,BCh Film F-4-PN VN-0.20 TU 6-05-986-79f75x65 -  (23),O0023018,2
107639,WIM0067417,BCh Film F-4-PN VN-0.20 TU 6-05-986-79f78x66 -  (24),O0023019,2
107640,WIM0067418,25311405306 Кольцо резиновое уплотнительное 145-155-58 Гост9833-73 -  (26),O0023020,2
107641,WIM0067419,BCh Film F-4-PN VN-0.20 TU 6-05-986-79f50x40 -  (27),O0023021,2
107642,WIM0067420,BCh Film F-4-PN VN-0.20 TU 6-05-986-79f75x60 -  (28),O0023022,2
107643,WIM0067421,BCh Film F-4-PN VN-0.20 TU 6-05-986-79f135х145 -  (29),O0023023,2
107644,WIM0067422,BCh Paronit PON-B 2.0 GOST 481-80 f140x120 -  (30),O0023024,2
107645,WIM0067423,Calibration Pot 174XP002TK02  ,O0023025,2
107646,WIM0067424,Gas detector and Horn SS/XNX-AMSV-NNCB1 with  reductor  ,O0023026,2
107647,WIM0067425,TEMPERATURE GAUGE T219(175-TG-0632)WISE   ,O0023027,2
107648,WIM0067426,TEMPERATURE GAUGE T200802584(130-TG-0013)  ,O0023028,2
107649,WIM0067427,"CABLE GLAND ACCESSORIES,PVC SHROUDS.DASD-A20b  ",O0023029,2
107650,WIM0067428,OKTAGONAL GASKET JIC 3850 C-D-R16-A 181213  ,O0023030,2
107651,WIM0067429,UNION CONNECTOR HY LOCK  ,O0023031,2
107652,WIM0067430,ELBOW CONNECTOR HY LOCK  ,O0023032,2
107653,WIM0067431,SWAGELOOK TUBE FITTING UNION (25MM)  ,O0023033,2
107654,WIM0067432,TE for STG RTD TEMPRATURE ELEMENT  ,O0023034,2
107655,WIM0067433,GASKET GRAPHIT 98/58mm  ,O0023035,2
107656,WIM0067434,"GASKET GRAPHIT 135/89,5mm  ",O0023036,2
107657,WIM0067435,GASKET GRAPHIT  150/100mm  ,O0023037,2
107658,WIM0067436,GASKET GRAPHIT 180/132mm  ,O0023038,2
107659,WIM0067437,GASKET GRAPHIT 260/210mm  ,O0023039,2
107660,WIM0067438,PACING for VALVE  ,O0023040,12
107661,WIM0067439,Муфта для Гофра - ø16мм  ,O0023041,2
107662,WIM0067440,Cover clamp  - 50x25-2a  ,O0023042,2
107663,WIM0067441,"Membrane - 1/2"" NPT Ashc20ft  ",O0023043,2
107664,WIM0067442,"Swaged Nipple 580L152 - 1"" PE-1/2"" NPT  ",O0023044,2
107665,WIM0067443,Болти Гайка М3 - М3х1см,O0023045,2
107666,WIM0067444,"Заглушка 3/4"" NPT-М - 3/4"" NPT-М  ",O0023046,2
107667,WIM0067445,Болти Гайка M6 - M6х12  ,O0023047,2
107668,WIM0067446,Болт М10 - М10х20  ,O0023048,2
107669,WIM0067447,Болти Гайка M10 - М10х20  ,O0023049,2
107670,WIM0067448,Болти Гайка M8 - М8х10  ,O0023050,2
107671,WIM0067449,Болт М6 - M6х15  ,O0023051,2
107672,WIM0067450,Болт М10x10 - М10х10  ,O0023052,2
107673,WIM0067451,"SOCKET WELD TEE - 1""3000  ",O0023053,2
107674,WIM0067452,"REDUCING TEE - 3/4""x1/2""  ",O0023054,2
107675,WIM0067453,"PLUG 1/2""NPTM - 1/2""NPTM  ",O0023055,2
107676,WIM0067454,"PLUG 1/4""NPTM - 1/4""NPTM  ",O0023056,2
107677,WIM0067455,SUPPORT  ,O0023057,2
107678,WIM0067456,"Union Tee 3/8"" - 3/8""  ",O0023058,2
107679,WIM0067457,"UNION TEE 3/8"" OD -  3/8"" OD  ",O0023059,2
107680,WIM0067458,MOUNTING BREAKED  ,O0023060,2
107681,WIM0067459,"CABLE TUTнг-LS-25/12,5 (50M)  ",O0023061,2
107682,WIM0067460,CABLE GLAND M20 - M20  ,O0023062,2
107683,WIM0067461,TEE UNION (for condiut) - 45385  ,O0023063,2
107684,WIM0067462,Clanp (хомит)  ,O0023064,2
107685,WIM0067463,CABLE GLAND M32 - M32  ,O0023065,2
107686,WIM0067464,CABLE GLAND M25 - M25  ,O0023066,2
107687,WIM0067465,"Screw (CABLE GLAND) 2"" - 2""  ",O0023067,2
107688,WIM0067466,"Ball valve 1/2"" - 1/2""  ",O0023068,2
107689,WIM0067467,"Union 1/2' (straight) - 1/2""  ",O0023069,2
107690,WIM0067468,"Check vale 1/2"" - 1/2""  ",O0023070,2
107691,WIM0067469,"TEE UNION 3/4"" - 3/4""  ",O0023071,2
107692,WIM0067470,"MALE Connector 1/2"" - 1/4""  ",O0023072,2
107693,WIM0067471,"Pipe nipple 3/4"" - 3/4""  ",O0023073,2
107694,WIM0067472,"AIR FILTER (for Analyzer) - 3/4""  ",O0023074,2
107695,WIM0067473,"Owell fitnge 1/2"" NPT - 1/2""  ",O0023075,2
107696,WIM0067474,"ELBOW 1/2"" - 1/2""  ",O0023076,2
107697,WIM0067475,SNUBBER PED BFG 13196  ,O0023077,2
107698,WIM0067476,"Clanp (хомит) 2"" - 2""  ",O0023078,2
107699,WIM0067477,WASHING M20 Cable Gland M20 - M20  ,O0023079,2
107700,WIM0067478,Visor (козырек) (For Sunshade)  ,O0023080,2
107701,WIM0067479,ADAPTER DORE M32XM20 - M32XM20  ,O0023081,2
107702,WIM0067480,"MALE LONG NIPPLE 3/4"" - 3/4""  ",O0023082,2
107703,WIM0067481,GLAND ENFVD - M20  ,O0023083,2
107704,WIM0067482,GLAND (BARTEC TEAM) - M20  ,O0023084,2
107705,WIM0067483,JUNCTION BOX (ENDRESS HOUSER)  ,O0023085,2
107706,WIM0067484,"GLAND M20X1,5 - M20X1,5  ",O0023086,2
107707,WIM0067485,GLAND A2FRS - M32  ,O0023087,2
107708,WIM0067486,GLANDEIFW M50 - M50  ,O0023088,2
107709,WIM0067487,GLAND M20 - M20  ,O0023089,2
107710,WIM0067488,CABLE ELBOV - M20  ,O0023090,2
107711,WIM0067489,GLAND FOR ENDOUSER BOX - M20  ,O0023091,2
107712,WIM0067490,GLAND - M20  ,O0023092,2
107713,WIM0067491,GLAND FOR ENDOUSER BOX - M25  ,O0023093,2
107714,WIM0067492,SOLENOID ASCO (FORVOLVE)  ,O0023094,2
107715,WIM0067493,HAIRPIN M3/4x110 - M3/4x110  ,O0023095,2
107716,WIM0067494,"PIPE PE 1""5ch801 150 mm A321 - 1""5ch801 150 mm A321  ",O0023096,2
107717,WIM0067495,БОЛТ М8Х20 - М8Х20  ,O0023097,2
107718,WIM0067496,БОЛТ М12Х30 - М12Х30  ,O0023098,2
107719,WIM0067497,"SOSKET WELD ELBOW A1821"" 3000# - A1821"" 3000#  ",O0023099,2
107720,WIM0067498,bolt and nut - M10X30  ,O0023100,2
107721,WIM0067499,anchor bolt M8X130 - M8X130  ,O0023101,2
107722,WIM0067500,hairpin M10x50 (ШПИЛКА) - M10X50  ,O0023102,2
107723,WIM0067501,anchor bolt M16X130 - M16X130  ,O0023103,2
107724,WIM0067502,anchor bolt M10X125 - M10X125  ,O0023104,2
107725,WIM0067503,anchor bolt M8X50 - M8X50  ,O0023105,2
107726,WIM0067504,anchor bolt M10X75 - M10X75  ,O0023106,2
107727,WIM0067505,anchor bolt M12X200 - M12X200  ,O0023107,2
107728,WIM0067506,anchor bolt M12X120 - M12X120  ,O0023108,2
107729,WIM0067507,bolt M15X90 - M15X90  ,O0023109,2
107730,WIM0067508,LOCK NYM - ø42mm  ,O0023110,2
107731,WIM0067509,anchor bolt M18X147 - M18X147  ,O0023111,2
107732,WIM0067510,AMERKANKA (for JB)  ,O0023112,2
107733,WIM0067511,MANEFOLD (for transmitter) - 5way  ,O0023113,2
107734,WIM0067512,"Ball Valve  1/2"" NPT - 1/2"" NPT  ",O0023114,2
107735,WIM0067513,"MALE CONNECTOR 1/2"" to 3/8"" - 1/2"" to 3/8""  ",O0023115,2
107736,WIM0067514,"CONNECTOR 1/4"" to 3/8"" UNION - 1/4"" to 3/8""  ",O0023116,2
107737,WIM0067515,"ANSI Flance - 1/2"" 150#  ",O0023117,2
107738,WIM0067516,"Tube cap 3/8""",O0023118,2
107739,WIM0067517,Cap (He-look)  ,O0023119,2
107740,WIM0067518,"Male Connector 3/8"" to x 1/2""NPT - 3/8"" to x 1/2"" ",O0023120,2
107741,WIM0067519,"BALL Valve  1/4"" NPT - 1/4"" NPT  ",O0023121,2
