Asset ID,Parent Asset ID,Asset Description,Asset Number
81332,1441,PRECOAT PUMP,130-PC-032 A
214357,1441,PRECOAT PUMP,130-PC-032 A
223866,9685,TURNING GEAR,173-XP-001A-XX-30
5711,78366,DEMINERALIZED WATER DOSING PUMPS,145-PR-009 A
5712,78366,DEMINERALIZED WATER DOSING PUMPS,145-PR-009 B
94762,78366,Hoist crane,145-XF-040A-F
220005,78371,LLF on Analysers and Sampling System for PM-1532,LLF on Analysers and Sampling System
220006,78371,LLF for Analysers department,LLF inspections U&O-Analyser
220029,78371,LLF inspection U&O-STAT,LLF inspection U&O-STAT
220030,78371,LLF inspection U&O-Rota,LLF inspection U&O-Rota
220031,78371,LLF inspection U&O-Elec,LLF inspection U&O-Elec
220032,78371,LLF inspection U&O-INS,LLF inspection U&O-INS
221008,78387,AHU-2 6 month's PM for Contractor (Contains 35 Equipment. Find in the Document section.),AHU-2
222643,78387,ANALYZER CABINET AIR CONDITIONER(for 6 months: includes -32 equipment.),ACAC
222659,78387,ANALYZERS SHELTER AIR CONDITIONER,ASAC
222660,78387,AXIAL FAN,AF
222661,78387,BLAST PROTACTION DAMPER,BPD
222662,78387,CHEMICAL FILTER UNIT,CFU
222663,78387,CLOSE CONTROL UNIT,CCU
222681,78387,COMPRESSOR-RECEIVER UNIT WITH REMOVABLE CONDENSER,CUWRC
222682,78387,CONSTANT AIR VOLUME UNIT,CTN-CAV
222683,78387,DIFFERENTIAL HIGH/LOW PRESSURE SWITCH ,PDSH and PDSL
222684,78387,ELECTRICAL DUCT HEATER,EDH
222685,78387,EXHAUST FAN,EFN
222686,78387,EXHAUST VENTILATION,EV
222687,78387,EXHAUST VENTILATION EMERGENCY,EVE
222688,78387,EXPANSION TANK,ET
222689,78387,FIRE DAMPER ELECTRICAL ACTUATOR,FD
222690,78387,HEAT EXCHANGER,HE
222691,78387,HOT WATER DUCT HEATER,HDC
222692,78387,HOT WATER GENERATOR,HWG
222693,78387,HOT WATER PUMP,HWP
222694,78387,HOT WATER UNIT HEATER,HUH
222695,78387,HUMIDIFIER,HMD
222696,78387,HVAC CONTROL PANEL,HCP
222697,78387,HVAC INDOOR UNIT,HVAC UNIT
223189,78387,Campus( вахтовая поселка 1),CAMP1
223190,78387,Campus(вахтовая поселка 2),CAMP2
223191,78387,MOISTURE TRANSMITTER,MT
223192,78387,MOTORISED FIRE DAMPER,MFD
223193,78387,MOTORIZED DAMPER,MD
224064,78387,AHU-2 of HVAC System (for 2 months: includes - 39 equipment.),AHU-21
99566,79974,Buildings in PWU areas,PWU buildings 
214358,79974,Buildings in PWU areas,PWU buildings 
80774,80781,Corrosion Inhibitor Storage Pump,174-XP-002-PD-01 B
214351,80781,Corrosion Inhibitor Storage Pump,174-XP-002-PD-01 B
80778,80783,Anti Scale Dispersant Dosing Pump,174-XP-002-PD-03 B
214352,80783,Anti Scale Dispersant Dosing Pump,174-XP-002-PD-03 B
80779,80784,Oxidant Biocide Dosing Pump,174-XP-002-PD-04 A
214353,80784,Oxidant Biocide Dosing Pump,174-XP-002-PD-04 A
80986,80962,WASH WATER PUMPS,135-PC-002 A
214354,80962,WASH WATER PUMPS,135-PC-002 A
80992,80971,HER STEAM CONDENSATE PUMPS,135-PC-008 A
214356,80971,HER STEAM CONDENSATE PUMPS,135-PC-008 A
80990,80973,CO2 STRIPPER BOTTOMS PUMPS,135-PC-007 A
214355,80973,CO2 STRIPPER BOTTOMS PUMPS,135-PC-007 A
93267,93232,MALEIC ACID DOSING PUMPS,145-PR-008 A
93268,93232,MALEIC ACID DOSING PUMPS,145-PR-008 B
172646,172762,TBD,B04-PDP-05-02-02B-8R
172647,172762,TBD,B07-PDP-06-01
172648,172762,TBD,B07-UPDP-06-01
172649,172762,TBD,B09-PDP-06-01
172650,172762,TBD,B10-HVAC-05-01A-01B-2
172651,172762,TBD,B10-HVAC-05-01B-01A-2
172652,172762,TBD,B10-LP-06-01-01A-4R
172653,172762,TBD,B10-MDB-05-01-04B-2R
172654,172762,TBD,B10-PDP-05-01
172655,172762,TBD,B10-PDP-05-02
172656,172762,TBD,B10-PDP-05-03
172657,172762,TBD,B10-PDP-06-01
172658,172762,TBD,B10-PDP-06-01-03A-3F
172659,172762,TBD,B10-PDP-06-02
172660,172762,TBD,B10-PDP-06-02-03B-3F
172661,172762,TBD,B10-UPDP-06-01
172662,172762,TBD,B11-PDP-06-01
172663,172762,TBD,B11-UPDP-06-01
172726,172762,TBD,B30-WO-07
172727,172762,TBD,B30-WO-08
172728,172762,TBD,B30-WO-09
175623,172762,Gas Detector,B19-GF-0001
211223,172762,Gas Detector,B19-GF-0001 
175189,175188,SGU Maintenance,Maintenance(SGU)
208782,175189,Rotating Technician,Akramov Xurshid Ne'matulloyevich
208783,175189,Rotating Engineer ,Aralov Ziyadulla Isroil o'g'li
208784,175189,Rotating Technician,Arziqulov Shaxzod Shomamat o'g'li
208785,175189,Electrical Engineer,Atakulov Abbos Urolovich
208786,175189,Static Junior Technician,Bo`riyev Yoqub Yodgor o'g'li
208787,175189,Electrical Junior Technician,Darxanov Murodjon Alisher o'g'li
208789,175189,Rotating Junior Technician,Daynovov Davlat Abduhakim o'g'li
208790,175189,Analyzer Technician,Eshmo`minov Nurmamat Ashirovich
208791,175189,Instrumentation Technician,Eshpulatov Islom Eshpulatovich
208792,175189,Instrumentation Engineer,Fayzullayev Bunyod Farhod o'g'li
208793,175189,Rotating Junior Technician,Husanov Asror Erkin o'g'li
208794,175189,Instrumentation Technician,Inatov Abbos Komiljonovich
208795,175189,Static Technician,Jo`rayev Maqsud Madart o'g'li
208796,175189,Electrical Supervisor,Meyliyev Abbos Ziyatovich
208797,175189,Analyzer Junior Technician,Nazarov Fazliddin To`ra o'g'li
208798,175189,Electrical Technician,O`roqov Ramazon Xayrulla o'g'li
208799,175189,Maintenance Planner (SGU),Rahmonov Sarvar Ruslan o'g'li
208800,175189,Rotating Supervisor,Rajabov Oybek Chori o'g'li
208801,175189,Static Technician,Saitov Jaxongir Serob o'g'li
208802,175189,Instrumentation Engineer,Sattorov Elyor Eshtuktar o'g'li
208803,175189,Instrumentation Technician,Sheraliyev Behzod Abdirashid o'g'li
208804,175189,Field Manager (SGU),Soibov Azizjon Abdilaziz o'g'li
208805,175189,Static Technician,Toshev Alisher Niyoz o'g'li
208806,175189,Electrical Technician,Turapov Ravshan Rustam o'g'li
208807,175189,Rotating Technician,Turayev Bekzod Gulmurot o'g'li
208808,175189,Static Supervisor,Ulashev Husan Yusup o'g'li
208809,175189,Static Engineer,Umarov Sanjarbek Eshqobil o'g'li
208810,175189,Instrumentation Supervisor,Xaydarov Alisher Keldiyor o'g'li
208811,175189,Analyzer Supervisor,Xoliqulov Nurbek Bahodir o'g'li
208812,175189,Electrical Engineer,Bozorov Mansur Rustamovich
208813,175189,Rotating Engineer ,Xudoyev Maxmud Samadovich
208814,175189,Instrumentation Junior Technician,Yo`ldoshev Baxtiyor Muradillayevich
218451,175189,analyser junior technician,Davlatov Shoxijahon Sobir o'g'li
218576,175189,Static Junior Technician,Radjabov Jaloliddin Jahongir o`g`li
220897,175189,Junior technician,Qarshiy Laziz Kuchar o'g'li
175193,175191,Analyzer Technician,Asror Xusanov
175197,175191,Rotating Engineer,Shaxzod Abdimurodov
175199,175191,Rotating Technician,Ilxom Nomazov
175201,175191,Junior Static technician,Suyunov Mansur Soat o`g`li
175204,175191,Static Engineer,Dusmatov Nodirbek
175216,175191,Junior Instrumentation technician,Kenjayev Akbar Shavkat o`g`li
175218,175191,Electrical Technician,Daminov Doniyor
175221,175191,Electrical Junior technician,Raxmatov Jahongir
175222,175191,Electrical Junior technician,Normurodov Sanjar
175223,175191,Electrical Junior technician,Nazarov Abror
175224,175191,Electrical Junior technician,Suyunov Ahror
175226,175191,Junior Electrical technician,Kamolov Dilshod Farmon o`g`li
175227,175191,Junior Electrician,Boymurodov Jasurbek Baxriddin o`g`li
211382,175191,Rotating Engineer,Ochilov Shuhrat
175214,175192,Analyzer Junior Technician,G‘aybullayev Maqsudjon
175235,175192,Electrical Supervisor,Axmedov Ibroxim
175236,175192,Electrical Junior Technician,Bahodirov Dilshodbek
175239,175192,Electrical Junior Technician,Bokiev Kamol
175241,175192,Electrical Junior Technician,Bozorov Daler
175249,175192,Electrical Junior Technician,Hamdamov Muxammadali
175253,175192,Maintenance Planner ,Maxmudov Foziljon
175257,175192,Static Supervisor ,O'mrzaqov G'anisher
175260,175192,Instrumentation Engineer,Raximov Jamoljon
175268,175192,Electrical Junior Technician,Xurramov Bekzod
175270,175192,Analyzer Technician,Yusupov Sheroz
210575,175192,Instrument Engineer,Kayimov Mailik Buronovich
218399,175192,Static Engineer,Eshmuratov Arslonbek Rahmatovich
208566,208767,EWS for MAC/BAC,100-EWS-001
208964,208767,EWS for MAC/BAC,100-EWS-001
214346,209664,F&G Supervisor ,Taniyev Rustam
214359,209664,F&G Supervisor ,Taniyev Rustam
214940,214932,Head of Department,Jonibek Ismatulloyev
218359,218224,Analyzer Specialist,Hamrayev Adham G'ayrat o'g'li
218367,218224,Electrician,Berdimurodov Alisher G'oyimnazar o'g'li
218371,218224,Electrician,Zulfiqorov Alisher Isaevich
218376,218224,Electrician,Nazarov Abror Normaxmat o'g'li
218378,218224,Electrician,Rasulov Elmurod Arzimurod o'g'li
218520,218255,Specialist, Sherbekjon Ikromov
218521,218255,Head of BD and PM, Ravshan Karabayev
218529,218255,Electrical Engineer,Tolib Kholnazarov
218321,218261,Bus Driver,Ergashev Ravshan Quldoshevich
218332,218261,Vehicle Driver,Suvonov Uchqun Erkinovich
219877,218265,Senior field operator,Normirzayev Yusuf Abulxakim o`g`li
218308,218273,Senior Process Safety Specialist,Saparniyazov Kaxarman Kaliyevich
218296,218274,Leading engineer,Boltayev Sanjar Rustam o'g'li
218302,218274,Plant Material Balance Engineer,Ro'ziyev Alisher Axtamovich
220948,218533,Trainee,Azimov Alisher Morqa o'g'li
220964,218533,Trainee,Suyunov Mansur Baxodir o’g’li
222188,218533,Trainee,Baxronov Axror Shokir o`g`li
77405,0,Uzbekistan GTL LLC,UzGTL Rev II
95139,710,OIL FILTER,120-CC-101-XF-01B
94946,721,STEAM CONDENSATE DRUM FOR 20-ES- 104,120-VD-108
95021,721,OXYGEN FILTER,120-XF-101A
95022,721,OXYGEN FILTER,120-XF-101B
95208,721,Saturated Steam(S) / Nitrogen,120-PSV-1004A
95209,721,Saturated Steam(S) / Nitrogen,120-PSV-1004B
96272,721,FLOW ELEMENT,120-FE-1001
96273,721,TRANSMITTER_DP FLOW,120-FT-1001A
96274,721,TRANSMITTER_DP FLOW,120-FT-1001B
96275,721,TRANSMITTER_DP FLOW,120-FT-1001C
96279,721,FLOW ELEMENT,120-FE-1002
96280,721,TRANSMITTER_DP FLOW,120-FT-1002
96281,721,TRANSMITTER_DP FLOW,120-FT-1003
96289,721,TRANSMITTER_PRESSURE,120-PT-1003
96306,721,TRANSMITTER_PRESSURE,120-PT-1006
96310,721,TRANSMITTER_TEMPERATURE,120-TT-1003
96311,721,TRANSMITTER_TEMPERATURE,120-TT-1044
96316,721,ON-OFF VALVE,120-XV-1006
96326,721,PRESSURE GAUGE,120-PG-1003
96327,721,PRESSURE GAUGE,120-PG-1005
96329,721,TEMPERATURE GAUGE,120-TG-1003
96330,721,TEMPERATURE GAUGE,120-TG-1004
96331,721,TEMPERATURE GAUGE,120-TG-1006
94947,722,STEAM CONDENSATE DRUM FOR 20-ES- 204,120-VD-208
95023,722,OXYGEN FILTER,120-XF-201A
95024,722,OXYGEN FILTER,120-XF-201B
95274,722,Saturated Steam(2Phase)/Nitrogen,120-PSV-2004A
95275,722,Saturated Steam(2Phase)/Nitrogen,120-PSV-2004B
97211,722,FLOW ELEMENT,120-FE-2001
97212,722,TRANSMITTER_DP FLOW,120-FT-2001A
97213,722,TRANSMITTER_DP FLOW,120-FT-2001B
97214,722,TRANSMITTER_DP FLOW,120-FT-2001C
97218,722,FLOW ELEMENT,120-FE-2002
97219,722,TRANSMITTER_DP FLOW,120-FT-2002
97220,722,TRANSMITTER_DP FLOW,120-FT-2003
97228,722,TRANSMITTER_PRESSURE,120-PT-2003
97245,722,TRANSMITTER_PRESSURE,120-PT-2006
97249,722,TRANSMITTER_TEMPERATURE,120-TT-2003
97250,722,TRANSMITTER_TEMPERATURE,120-TT-2044
97255,722,ON-OFF VALVE,120-XV-2006
97265,722,PRESSURE GAUGE,120-PG-2003
97266,722,PRESSURE GAUGE,120-PG-2005
97268,722,TEMPERATURE GAUGE,120-TG-2003
97269,722,TEMPERATURE GAUGE,120-TG-2004
97270,722,TEMPERATURE GAUGE,120-TG-2006
44914,1046,TEMPERATURE ELEMENT,130-TE-2527
44915,1046,TEMPERATURE ELEMENT,130-TE-2528
44916,1046,TEMPERATURE ELEMENT,130-TE-2529
44917,1046,TEMPERATURE ELEMENT,130-TE-2530
44918,1046,TEMPERATURE ELEMENT,130-TE-2531
44919,1046,TEMPERATURE ELEMENT,130-TE-2532
82442,1046,TEMPERATURE GAUGE,130-TG-2533
82443,1046,TEMPERATURE GAUGE,130-TG-2534
82444,1046,TEMPERATURE ELEMENT,130-TE-2523
82445,1046,TEMPERATURE ELEMENT,130-TE-2524
82446,1046,TEMPERATURE ELEMENT,130-TE-2525
82447,1046,TEMPERATURE ELEMENT,130-TE-2526
120861,1102,THERMOSTAT,130-TS-1404
120862,1103,THERMOSTAT,130-TS-1437
941,1171,Reactor Cleaning Water Pump Motor,130-PC-001-M
43175,1171,ROTAMETER,130-FI-0801
1036,1172,Wax Filter Feed Pumps Motor,130-PC-005A-M
43084,1172,FLOW ELEMENT,130-FE-0003
43085,1172,FLOW ELEMENT,130-FE-0021
43211,1172,TRANSMITTER_DP FLOW,130-FT-0003
43212,1172,TRANSMITTER_DP FLOW,130-FT-0021
43504,1172,TRANSMITTER_DP LEVEL,130-LT-0829
43860,1172,PRESSURE GAUGE,130-PG-0004
44191,1172,TRANSMITTER_PRESSURE,130-PT-0827
44537,1172,HAND SWITCH_LOCAL,130-HXS-0033L
44538,1172,HAND SWITCH_LOCAL,130-HXS-0081L
44539,1172,HAND SWITCH_LOCAL,130-HXS-0088L
45286,1172,CONTROL VALVE,130-FV-0003
45287,1172,CONTROL VALVE,130-FV-0021
45723,1172,PRESS REGULATING VALVE,130-PCV-0825
1037,1173,Wax Filter Feed Pumps Motor,130-PC-005B-M
43086,1173,FLOW ELEMENT,130-FE-0022
43213,1173,TRANSMITTER_DP FLOW,130-FT-0022
43505,1173,TRANSMITTER_DP LEVEL,130-LT-0836
43861,1173,PRESSURE GAUGE,130-PG-0005
44192,1173,TRANSMITTER_PRESSURE,130-PT-0834
45288,1173,CONTROL VALVE,130-FV-0022
45724,1173,PRESS REGULATING VALVE,130-PCV-0832
946,1174,Waxy Flare Knock Out Drum Pumps Motor,130-PC-006A-M
43544,1174,TRANSMITTER_DP LEVEL,130-LT-0802
43905,1174,PRESSURE GAUGE,130-PG-0016
44259,1174,TRANSMITTER_PRESSURE,130-PT-0803
45731,1174,PRESS REGULATING VALVE,130-PCV-0801
947,1175,Waxy Flare Knock Out Drum Pumps Motor,130-PC-006B-M
43545,1175,TRANSMITTER_DP LEVEL,130-LT-0804
43906,1175,PRESSURE GAUGE,130-PG-0017
44260,1175,TRANSMITTER_PRESSURE,130-PT-0806
45732,1175,PRESS REGULATING VALVE,130-PCV-0804
1038,1176,Wax Flush Pumps Motor,130-PC-007A-M
43091,1176,FLOW ELEMENT,130-FE-0007
43092,1176,FLOW ELEMENT,130-FE-0009
43093,1176,FLOW ELEMENT,130-FE-0013
43178,1176,LOCAL INDICATOR,130-FI-0013L
43219,1176,TRANSMITTER_DP FLOW,130-FT-0007A
43220,1176,TRANSMITTER_DP FLOW,130-FT-0007B
43221,1176,TRANSMITTER_DP FLOW,130-FT-0009
43222,1176,TRANSMITTER_DP FLOW,130-FT-0013
43871,1176,PRESSURE GAUGE,130-PG-0039
44204,1176,TRANSMITTER_PRESSURE,130-PT-0078
44205,1176,TRANSMITTER_PRESSURE,130-PT-0079
44206,1176,TRANSMITTER_PRESSURE,130-PT-0817
44207,1176,TRANSMITTER_PRESSURE,130-PT-0818
45302,1176,CONTROL VALVE,130-FV-0007A
45303,1176,CONTROL VALVE,130-FV-0007B
45441,1176,ON-OFF VALVE,130-XV-0013
1039,1177,Wax Flush Pumps Motor,130-PC-007B-M
43872,1177,PRESSURE GAUGE,130-PG-0046
44208,1177,TRANSMITTER_PRESSURE,130-PT-0819
44209,1177,TRANSMITTER_PRESSURE,130-PT-0820
958,1178,MP Condensate Pumps Motor,130-PC-009A-M
43099,1178,FLOW ELEMENT,130-FE-0006
43241,1178,TRANSMITTER_DP FLOW,130-FT-0006
43896,1178,PRESSURE GAUGE,130-PG-0051
43897,1178,PRESSURE GAUGE,130-PG-0052
959,1179,MP Condensate Pumps Motor,130-PC-009B-M
43898,1179,PRESSURE GAUGE,130-PG-0053
960,1180,Hopper Circulation Pumps Motor,130-PC-010A-M
43095,1180,FLOW ELEMENT,130-FE-0011
43179,1180,LOCAL INDICATOR,130-FI-0011L
43224,1180,TRANSMITTER_DP FLOW,130-FT-0011
43878,1180,PRESSURE GAUGE,130-PG-0069
44560,1180,HAND SWITCH_LOCAL,130-OHS-0011L
961,1181,Hopper Circulation Pumps Motor,130-PC-010B-M
43096,1181,FLOW ELEMENT,130-FE-0012
43180,1181,LOCAL INDICATOR,130-FI-0012L
43225,1181,TRANSMITTER_DP FLOW,130-FT-0012
43879,1181,PRESSURE GAUGE,130-PG-0070
44561,1181,HAND SWITCH_LOCAL,130-OHS-0012L
962,1182,Product Wax Pumps Motor,130-PC-012A-M
43083,1182,FLOW ELEMENT,130-FE-0004
43088,1182,FLOW ELEMENT,130-FE-0016
43089,1182,FLOW ELEMENT,130-FE-0025
43210,1182,Flow Transmitter,130-FT-0004
43215,1182,FLOWMETER_CORIOLIS ,130-FT-0015
43216,1182,TRANSMITTER_DP FLOW,130-FT-0016
43217,1182,TRANSMITTER_DP FLOW,130-FT-0025
43513,1182,TRANSMITTER_DP LEVEL,130-LT-0807
43866,1182,PRESSURE GAUGE,130-PG-0021
43869,1182,PRESSURE GAUGE,130-PG-0033
43870,1182,PRESSURE GAUGE,130-PG-0131
44201,1182,TRANSMITTER_PRESSURE,130-PT-0809
44546,1182,HAND SWITCH_LOCAL,130-HXS-0003L
44934,1182,TEMPERATURE GAUGE,130-TG-0006
45297,1182,CONTROL VALVE,130-FV-0004
45298,1182,CONTROL VALVE,130-FV-0025
45726,1182,PRESS REGULATING VALVE,130-PCV-0807
963,1183,Product Wax Pumps Motor,130-PC-012B-M
43090,1183,FLOW ELEMENT,130-FE-0026
43218,1183,TRANSMITTER_DP FLOW,130-FT-0026
43514,1183,TRANSMITTER_DP LEVEL,130-LT-0808
43868,1183,PRESSURE GAUGE,130-PG-0026
44202,1183,TRANSMITTER_PRESSURE,130-PT-0812
45299,1183,CONTROL VALVE,130-FV-0026
45727,1183,PRESS REGULATING VALVE,130-PCV-0810
967,1186,Wax Drain Drum Pumps Motor,130-PC-040-M
43550,1186,TRANSMITTER_DP LEVEL,130-LT-0857
43626,1186,DIFF. PRESSURE GAUGE,130-PDG-0040
43911,1186,PRESSURE GAUGE,130-PG-0040
43913,1186,PRESSURE GAUGE,130-PG-0050
44262,1186,TRANSMITTER_PRESSURE,130-PT-0855
45733,1186,PRESS REGULATING VALVE,130-PCV-0853
1013,1189,Wax Reflux Pumps Motor,130-PC-102A-M
44001,1189,PRESSURE GAUGE,130-PG-1076
44291,1189,TRANSMITTER_PRESSURE,130-PT-1802
1014,1190,Wax Reflux Pumps Motor,130-PC-102B-M
44002,1190,PRESSURE GAUGE,130-PG-1077
44292,1190,TRANSMITTER_PRESSURE,130-PT-1804
1023,1191,Wax Reflux Pumps Motor,130-PC-202A-M
44066,1191,PRESSURE GAUGE,130-PG-2076
44336,1191,TRANSMITTER_PRESSURE,130-PT-2802
1024,1192,Wax Reflux Pumps Motor,130-PC-202B-M
44067,1192,PRESSURE GAUGE,130-PG-2077
44337,1192,TRANSMITTER_PRESSURE,130-PT-2804
1041,1193,HC Condensate Recycle Pumps Motor,130-PC-103A-M
43572,1193,TRANSMITTER_DP LEVEL,130-LT-1809
44023,1193,PRESSURE GAUGE,130-PG-1094
44304,1193,TRANSMITTER_PRESSURE,130-PT-1809
1042,1194,HC Condensate Recycle Pumps Motor,130-PC-103B-M
43573,1194,TRANSMITTER_DP LEVEL,130-LT-1811
44024,1194,PRESSURE GAUGE,130-PG-1095
44305,1194,TRANSMITTER_PRESSURE,130-PT-1811
1047,1195,HC Condensate Recycle Pumps Motor,130-PC-203A-M
43594,1195,TRANSMITTER_DP LEVEL,130-LT-2809
44021,1195,PRESSURE GAUGE,130-PG-2093
44084,1195,PRESSURE GAUGE,130-PG-2094
44349,1195,TRANSMITTER_PRESSURE,130-PT-2809
1048,1196,HC Condensate Recycle Pumps Motor,130-PC-203B-M
43595,1196,TRANSMITTER_DP LEVEL,130-LT-2811
44085,1196,PRESSURE GAUGE,130-PG-2095
44350,1196,TRANSMITTER_PRESSURE,130-PT-2811
1043,1197,BFW Circulation Pumps Motor,130-PC-108A-M
43171,1197,FLOW GAUGE (Orifice),130-FG-0905
43916,1197,PRESSURE GAUGE,130-PG-0903
43917,1197,PRESSURE GAUGE,130-PG-0904
44011,1197,PRESSURE GAUGE,130-PG-1086
44976,1197,TEMPERATURE GAUGE,130-TG-0902
1044,1198,BFW Circulation Pumps Motor,130-PC-108B-M
44012,1198,PRESSURE GAUGE,130-PG-1087
1045,1199,BFW Circulation Pumps Motor,130-PC-108C-M
44013,1199,PRESSURE GAUGE,130-PG-1088
1049,1200,BFW Circulation Pumps Motor,130-PC-208A-M
44076,1200,PRESSURE GAUGE,130-PG-2086
1050,1201,BFW Circulation Pumps Motor,130-PC-208B-M
44077,1201,PRESSURE GAUGE,130-PG-2087
1051,1202,BFW Circulation Pumps Motor,130-PC-208C-M
44078,1202,PRESSURE GAUGE,130-PG-2088
120670,1209,Air Cooled Condenser Package (Condensate Drum Pump) Motor,130-XP-124-PC-01A-M
120760,1209,TRANSMITTER DP,130-PDT-1453
120764,1209,PRESSURE GAUGE,130-PG-1456
222971,1209,Suction Filter,130-XP-124-TS01
120671,1210,Air Cooled Condenser Package (Condensate Drum Pump) Motor,130-XP-124-PC-01B-M
120761,1210,TRANSMITTER DP,130-PDT-1454
120765,1210,PRESSURE GAUGE,130-PG-1457
222972,1210,Suction Filter,130-XP-124-TS02
120680,1211,Air Cooled Condenser Package (Condensate Drum Pump) Motor,130-XP-224-PC-01A-M
120782,1211,TRANSMITTER DP,130-PDT-2453
120786,1211,PRESSURE GAUGE,130-PG-2456
222980,1211,Suction Filter,130-XP-224-TS01
120681,1212,Air Cooled Condenser Package (Condensate Drum Pump) Motor,130-XP-224-PC-01B-M
120783,1212,TRANSMITTER DP,130-PDT-2454
120787,1212,PRESSURE GAUGE,130-PG-2457
222981,1212,Suction Filter,130-XP-224-TS02
120639,1218,Phosphate Solution / Liquid,130-PSV-1621
120674,1218,Phosphate Dosing Unit (Phosphate Dosing Pump) Motor,130-XP-116-PD-01A-M
120794,1218,STROKE UNIT MOTOR,130-HIC-1611
120796,1218,PRESSURE GAUGE,130-PG-1613
120798,1218,PRESSURE GAUGE,130-PG-1615
120800,1218,TRANSMITTER PRESSURE,130-PT-1611
222969,1218,Suction Filter,130-XP-116-TS01
120640,1219,Phosphate Solution / Liquid,130-PSV-1622
120675,1219,Phosphate Dosing Unit (Phosphate Dosing Pump) Motor,130-XP-116-PD-01B-M
120795,1219,STROKE UNIT MOTOR,130-HIC-1612
120797,1219,PRESSURE GAUGE,130-PG-1614
120799,1219,PRESSURE GAUGE,130-PG-1616
120801,1219,TRANSMITTER PRESSURE,130-PT-1612
222970,1219,Suction Filter,130-XP-116-TS02
120647,1220,Phosphate Solution / Liquid,130-PSV-2621
120684,1220,Phosphate Dosing Unit (Phosphate Dosing Pump) Motor,130-XP-216-PD-01A-M
120802,1220,STROKE UNIT MOTOR,130-HIC-2611
120804,1220,PRESSURE GAUGE,130-PG-2613
120806,1220,PRESSURE GAUGE,130-PG-2615
120808,1220,TRANSMITTER PRESSURE,130-PT-2611
222978,1220,Suction Filter,130-XP-216-TS01
120648,1221,Phosphate Solution / Liquid,130-PSV-2622
120685,1221,Phosphate Dosing Unit (Phosphate Dosing Pump) Motor,130-XP-216-PD-01B-M
120803,1221,STROKE UNIT MOTOR,130-HIC-2612
120805,1221,PRESSURE GAUGE,130-PG-2614
120807,1221,PRESSURE GAUGE,130-PG-2616
120809,1221,TRANSMITTER PRESSURE,130-PT-2612
222979,1221,Suction Filter,130-XP-216-TS02
964,1224,Vent Condensate Pumps Motor,130-PR-015A-M
43857,1224,PRESSURE GAUGE,130-PG-0062
44188,1224,TRANSMITTER_PRESSURE,130-PT-0098
53430,1224,Water/Hydro carbon(L) / LIQUID,130-PSV-0060
965,1225,Vent Condensate Pumps Motor,130-PR-015B-M
43858,1225,PRESSURE GAUGE,130-PG-0063
44189,1225,TRANSMITTER_PRESSURE,130-PT-0099
53431,1225,Water/Hydro carbon(L) / LIQUID,130-PSV-0061
120633,1227,Lube oil ISO VG 32/ Liquid,130-PSV-1404
120662,1227,Internal Recycle Compressor Package (Main Oil Pump) Motor,130-CC-114-PX-01A-M
120840,1227,PRESSURE GAUGE,130-PG-1405
120842,1227,PRESSURE GAUGE,130-PG-1406
120844,1227,PRESSURE GAUGE,130-PG-1412
120845,1227,PRESSURE GAUGE,130-PG-1404
120846,1227,PRESSURE GAUGE,130-PG-1415
120847,1227,TRANSMITTER_PRESSURE,130-PT-1442
120634,1228,Lube oil ISO VG 32/ Liquid,130-PSV-1405
120663,1228,Internal Recycle Compressor Package (Stand-By Oil Pump) Motor,130-CC-114-PX-01B-M
120841,1228,PRESSURE GAUGE,130-PG-1407
120843,1228,PRESSURE GAUGE,130-PG-1408
120848,1228,TRANSMITTER_PRESSURE,130-PT-1409
120641,1229,Lube oil ISO VG 32/ Liquid,130-PSV-2404
120664,1229,Internal Recycle Compressor Package (Main Oil Pump) Motor,130-CC-214-PX-01A-M
120642,1230,Lube oil ISO VG 32/ Liquid,130-PSV-2405
120665,1230,Internal Recycle Compressor Package (Stand-By Oil Pump) Motor,130-CC-214-PX-01B-M
44150,1231,PRESSURE GAUGE,130-PG-1433
44152,1231,PRESSURE GAUGE,130-PG-1437
44381,1231,TRANSMITTER_PRESSURE,130-PT-1436
44638,1231,LOCAL PANEL,130-HS-1422
44639,1231,LOCAL PANEL,130-HS-1423
44640,1231,LOCAL PANEL,130-HS-1424
44644,1231,LOCAL PANEL,130-XL-1420
44645,1231,LOCAL PANEL,130-XL-1421
45718,1231,ON OFF VALVE,130-XV-1409A
45719,1231,ON OFF VALVE,130-XV-1409B
45742,1231,PRESS REGULATING VALVE,130-PCV-1430
53474,1231,Internal Recycle Gas/ Gas,130-PSV-1412
82547,1231,Booster Gas Filter,130-CC-114-XF-05
82553,1231,Drive Air Filter,130-CC-114-XF-04
44382,1232,TRANSMITTER_PRESSURE,130-PT-1438
53518,1233,Internal Recycle Gas /Gas,130-PSV-2412
53482,1235,Lube oil / Liquid,130-PSV-1502
222967,1235,Suction Filter,130-XP-115-TS02
53526,1236,Lube oil / Liquid,130-PSV-2502
222976,1236,Suction Filter,130-XP-215-TS02
972,1237,Gas Backflush Compressor Package (Aux. Lube Oil Pump (Motor Driven)) Motor,130-XP-115-PX-56B-M
53483,1237,Lube oil / Liquid,130-PSV-1503
222968,1237,Suction Filter,130-XP-115-PX-TS03
1022,1238,Gas Backflush Compressor Package (Aux. Lube Oil Pump (Motor Driven)) Motor,130-XP-215-PX-56B-M
