Work Order ID,Is Group Work Order
250,
3326,
4062,
4083,
26059,
26455,
27295,
27296,
27428,
27450,
27504,
28592,
29385,
29387,
29391,
29392,
29658,
31178,
31357,
31866,
32099,
33437,
34593,
34621,
34820,
35465,
35472,
35535,
35711,
35727,
35953,
35958,
35960,
36053,
36558,
36828,
36974,
37115,
37575,
37635,
44579,
44583,
44584,
44585,
44586,
44588,
44589,
44590,
44591,
44592,
44598,
44599,
44601,
44636,
44637,
44698,
44699,
44700,
44701,
44702,
44703,
44704,
44705,
44706,
44707,
44708,
44709,
44710,
44711,
44712,
44713,
44714,
44715,
44716,
44717,
44718,
44719,
44720,
44721,
44722,
44723,
44724,
44725,
44726,
44727,
44728,
44729,
44730,
44731,
44732,
44733,
44734,
44735,
44736,
44737,
44745,
44760,
44761,
44763,
44764,
44767,
44768,
44770,
44772,
44774,
44775,
44776,
44777,
44778,
44779,
44780,
44781,
44782,
44783,
44785,
44786,
44787,
44788,
44789,
44790,
44791,
44792,
44793,
44794,
44796,
44797,
44798,
44799,
44800,
44801,
44802,
44803,
44853,
44854,
44855,
44856,
44857,
44858,
44859,
44895,
44896,
44897,
44898,
44899,
44900,
44901,
44902,
44903,
44904,
44905,
44910,
44911,
44912,
44913,
44914,
44915,
44921,
44922,
44923,
45101,
45525,
47503,
47650,
47665,
47666,
47667,
47668,
47669,
47670,
47672,
47673,
47674,
47675,
47676,
47677,
47678,
47679,
47680,
47681,
47682,
47683,
47684,
47685,
47686,
47687,
47688,
47689,
47690,
47691,
47692,
47693,
47694,
47695,
47696,
47697,
47698,
47699,
47700,
47701,
47702,
48444,
48811,
48812,
48813,
48815,
48816,
48817,
48818,
48819,
48820,
48821,
48822,
48823,
48824,
48825,
48826,
48827,
48828,
48829,
48830,
48831,
48832,
48833,
48834,
48835,
48836,
48837,
48838,
48839,
48840,
48841,
48842,
48843,
48844,
48845,
48846,
48847,
48848,
48849,
48850,
48851,
48852,
48853,
48854,
48855,
48856,
48857,
48858,
48859,
48860,
48861,
48862,
48863,
48864,
48865,
48866,
48867,
48868,
48869,
48870,
48871,
48872,
48873,
49507,
49509,
50227,
50228,
50229,
50230,
50231,
50232,
50233,
50234,
50235,
50236,
50237,
50238,
50239,
50240,
50241,
50242,
50243,
50244,
50245,
50246,
50247,
50248,
50249,
51031,
51253,
52252,
52254,
52255,
52256,
53599,
53794,
54267,
54274,
54275,
54283,
54284,
54298,
54299,
54300,
54301,
54302,
54303,
54304,
54417,
54419,
54701,
54702,
54703,
54705,
54711,
54734,
54735,
54736,
54737,
54738,
54739,
54740,
54741,
54742,
54743,
54744,
54745,
54746,
54748,
54749,
54750,
54751,
54752,
54753,
54754,
54755,
54756,
54757,
54758,
54759,
54760,
54761,
54762,
54763,
54764,
54765,
54766,
54767,
54768,
54769,
54770,
54771,
54772,
54773,
54774,
54775,
54776,
54777,
54778,
54779,
54780,
54781,
54782,
54783,
54784,
54785,
54786,
54787,
54788,
54789,
54790,
54791,
54792,
54793,
54794,
54795,
54796,
54797,
54798,
55481,
55484,
55485,
55565,
55570,
55592,
55855,
55856,
56459,
58439,
58440,
58493,
58503,
58505,
58598,
58601,
58603,
58605,
58606,
58607,
58608,
58609,
58610,
58611,
58612,
58613,
58614,
58615,
58616,
58617,
58618,
58619,
58620,
58621,
58622,
58623,
58624,
58625,
58626,
58627,
58628,
58629,
58630,
58631,
58632,
58633,
58634,
59987,
60316,
60525,
60534,
60535,
61056,
61102,
61104,
62004,
62005,
62006,
62170,
62236,
62237,
62238,
62239,
62241,
63201,
63386,
63388,
63833,
63845,
63846,
63847,
63848,
63849,
63850,
63851,
63852,
63853,
63854,
63855,
63856,
63857,
63858,
63859,
63860,
63861,
63862,
63863,
63864,
63865,
63866,
63867,
63868,
63869,
63870,
63871,
63872,
63873,
63874,
63875,
63876,
63877,
63879,
63880,
63881,
63882,
63883,
63884,
63885,
63886,
63888,
63889,
63890,
63891,
63892,
63893,
63894,
63895,
63896,
63897,
63900,
63901,
63902,
63903,
63904,
63905,
63906,
63907,
63908,
63909,
63910,
63911,
63912,
63913,
63914,
63915,
63928,
63943,
63964,
63979,
64008,
64022,
64455,
64456,
65325,
66584,
66588,
66711,
66712,
66713,
66714,
66715,
66716,
66717,
66718,
66719,
66720,
66721,
66722,
66723,
66724,
66725,
66726,
66727,
66728,
66729,
66730,
66731,
66732,
66733,
66734,
66735,
66736,
66737,
66741,
66742,
66806,
67126,
67416,
67417,
67419,
67420,
67421,
67423,
67424,
67425,
67426,
67427,
67428,
67429,
67430,
67431,
67432,
67433,
67434,
67435,
67436,
67437,
67438,
67439,
67440,
67441,
67442,
67443,
67444,
67445,
67797,
68598,
68599,
68634,
69985,
69986,
69987,
70164,
70425,
70427,
70428,
70436,
70437,
70438,
70439,
70442,
70443,
70444,
70445,
70446,
70447,
70448,
70449,
70450,
70451,
70452,
70454,
70455,
70456,
70457,
70458,
70459,
70460,
70461,
70462,
70491,
70497,
70498,
70499,
70500,
70501,
70502,
70503,
70504,
70505,
70506,
70507,
70508,
70509,
70510,
70511,
