Work Order ID,Is Group Work Order
70512,
70513,
70514,
70515,
70516,
70517,
70518,
70576,
70636,
70637,
70638,
70639,
70795,
71549,
72270,
72305,
72558,
72594,
72655,
72656,
72657,
72658,
72659,
72660,
72661,
72662,
72663,
72664,
72665,
72666,
72667,
72668,
72669,
72670,
72671,
72672,
72673,
72715,
72732,
72733,
72734,
72735,
72736,
72737,
72738,
72739,
72740,
72741,
72742,
72744,
72745,
72746,
72747,
72748,
72749,
72763,
72764,
72765,
72766,
72767,
72768,
72769,
72770,
72771,
72772,
72773,
72774,
72775,
72776,
72777,
72778,
72779,
72780,
72781,
72782,
72799,
72800,
72801,
72802,
72803,
72804,
72805,
72807,
72808,
72809,
72810,
72811,
72812,
72813,
72814,
72815,
72816,
72817,
72818,
72819,
72820,
72821,
72827,
72828,
72829,
72830,
72831,
72832,
72833,
72834,
72835,
72836,
72837,
72838,
72839,
72840,
72841,
72842,
72843,
72844,
72845,
72846,
72847,
72848,
72849,
73517,
74197,
74198,
74199,
74200,
74252,
74253,
74254,
75122,
75195,
75196,
78273,
79019,
79043,
79062,
82232,
84198,
84404,
85963,
86866,
86973,
87117,
88781,
88816,
90211,
96709,
108105,
