Requisition Line ID,Requisition ID,Asset ID,Requisition Line Description,Requisitioned Quantity,UOMID,Work Order Spare ID,Expected Purchase Price,Completed Date Time,Completed By Contact ID,Is Cancelled,Cancelled By Contact ID,Cancelled Date Time,Created By Contact ID,Created Date Time,Modified By Contact ID,Modified Date Time
4003,432,221186,"SPIRAL WOUND GASKET - FILL FLEXIBLE GRAPH 304 SS I/R 304 SS O/R (42"", 300# RF)",5.0000000,2,,82.4200000,,,,,,616,2/08/2023 3:52:28 PM,616,3/08/2023 5:17:38 PM
4004,432,221187,"SPIRAL WOUND GASKET - FILL FLEXIBLE GRAPH 304 SS I/R 304 SS O/R (6"", 300# RF)",13.0000000,2,,14.0300000,,,,,,616,2/08/2023 3:52:50 PM,616,3/08/2023 5:17:38 PM
4005,432,221188,"SPIRAL WOUND GASKET - FILL FLEXIBLE GRAPH 304 SS I/R 304 SS O/R (8"", 150# RF)",13.0000000,2,,9.1400000,,,,,,616,2/08/2023 3:53:09 PM,616,3/08/2023 5:17:38 PM
4006,432,221189,"SPIRAL WOUND GASKET - FILL FLEXIBLE GRAPH 304 SS I/R 304 SS O/R (8"", 300# RF)",22.0000000,2,,10.8400000,,,,,,616,2/08/2023 3:53:29 PM,616,3/08/2023 5:17:38 PM
4007,432,221190,"SPIRAL WOUND GASKET - FILL FLEXIBLE GRAPH 316L SS I/R 316L SS O/R (10"", 300# RF)",2.0000000,2,,13.4200000,,,,,,616,2/08/2023 3:53:53 PM,616,3/08/2023 5:17:38 PM
4008,432,221191,"SPIRAL WOUND GASKET - FILL FLEXIBLE GRAPH 316L SS I/R 316L SS O/R (2"", 300# RF)",6.0000000,2,,5.6100000,,,,,,616,2/08/2023 3:54:35 PM,616,3/08/2023 5:17:38 PM
4009,432,221192,"SPIRAL WOUND GASKET - FILL FLEXIBLE GRAPH 316L SS I/R 316L SS O/R (24"", 300# RF)",7.0000000,2,,55.0200000,,,,,,616,2/08/2023 3:54:54 PM,616,3/08/2023 5:17:38 PM
4010,432,221193,"SPIRAL WOUND GASKET - FILL FLEXIBLE GRAPH 316L SS I/R 316L SS O/R (4"", 300# RF)",3.0000000,2,,9.9300000,,,,,,616,2/08/2023 3:55:24 PM,616,3/08/2023 5:17:38 PM
4011,432,221194,"SPIRAL WOUND GASKET - FILL FLEXIBLE GRAPH 316L SS I/R 316L SS O/R (6"", 300# RF)",4.0000000,2,,14.0300000,,,,,,616,2/08/2023 3:55:38 PM,616,3/08/2023 5:17:38 PM
4012,432,221195,"SPIRAL WOUND GASKET - FILL FLEXIBLE GRAPH 316L SS I/R CS O/R (10"", 300# RF)",4.0000000,2,,13.4200000,,,,,,616,2/08/2023 3:55:57 PM,616,3/08/2023 5:17:38 PM
4013,432,221196,"SPIRAL WOUND GASKET - FILL FLEXIBLE GRAPH 316L SS I/R CS O/R (2"", 300# RF)",7.0000000,2,,5.6100000,,,,,,616,2/08/2023 3:56:28 PM,616,3/08/2023 5:17:38 PM
4014,432,221197,"SPIRAL WOUND GASKET - FILL FLEXIBLE GRAPH 316L SS I/R CS O/R (24"", 300# RF)",5.0000000,2,,55.0200000,,,,,,616,2/08/2023 3:56:48 PM,616,3/08/2023 5:17:38 PM
4015,432,221198,"SPIRAL WOUND GASKET - FLEXICARB (24"", 150# RF)",4.0000000,2,,45.8200000,,,,,,616,2/08/2023 3:57:14 PM,616,3/08/2023 5:17:38 PM
4016,432,221199,"SPIRAL WOUND GASKET - FLEXICARB (8"", 150# RF)",2.0000000,2,,9.1400000,,,,,,616,2/08/2023 3:57:34 PM,616,3/08/2023 5:17:38 PM
4017,432,221200,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (1 1/2"", 150# RF)",22.0000000,2,,3.3900000,,,,,,616,2/08/2023 3:58:00 PM,616,3/08/2023 5:17:38 PM
4018,432,221201,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (1 1/2"", 300# RF)",2.0000000,2,,5.1200000,,,,,,616,2/08/2023 3:58:42 PM,616,3/08/2023 5:17:38 PM
4019,432,221202,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (1"", 150# RF)",15.0000000,2,,2.9500000,,,,,,616,2/08/2023 3:59:03 PM,616,3/08/2023 5:17:38 PM
4020,432,221203,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (1"", 300# RF)",5.0000000,2,,4.3000000,,,,,,616,2/08/2023 3:59:22 PM,616,3/08/2023 5:17:38 PM
4021,432,221204,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (1"", 600# RF)",3.0000000,2,,4.3000000,,,,,,616,2/08/2023 4:06:54 PM,616,3/08/2023 5:17:38 PM
4022,432,221205,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (2"", 300# RF)",5.0000000,2,,5.6100000,,,,,,616,2/08/2023 4:07:16 PM,616,3/08/2023 5:17:38 PM
4023,432,221206,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (24"", 300# RF)",2.0000000,2,,55.3400000,,,,,,616,2/08/2023 4:11:06 PM,616,3/08/2023 5:17:38 PM
4024,432,221207,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (3"", 300# RF)",6.0000000,2,,7.4700000,,,,,,616,2/08/2023 4:11:35 PM,616,3/08/2023 5:17:38 PM
4025,432,221208,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (3/4"", 150# RF)",9.0000000,2,,2.7900000,,,,,,616,2/08/2023 4:12:12 PM,616,3/08/2023 5:17:38 PM
4026,432,221209,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (4"", 300# RF)",5.0000000,2,,9.9300000,,,,,,616,2/08/2023 4:12:43 PM,616,3/08/2023 5:17:39 PM
4027,432,221210,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (4"", 600# RF)",3.0000000,2,,12.1700000,,,,,,616,2/08/2023 4:13:06 PM,616,3/08/2023 5:17:39 PM
4028,432,221211,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (6"", 300# RF)",3.0000000,2,,14.0300000,,,,,,616,2/08/2023 4:13:44 PM,616,3/08/2023 5:17:39 PM
4029,432,221212,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R 316L SS O/R (8"", 300# RF)",7.0000000,2,,10.8400000,,,,,,616,2/08/2023 4:14:12 PM,616,3/08/2023 5:17:39 PM
4030,432,221213,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R  (2"", 300# RF)",2.0000000,2,,5.6100000,,,,,,616,2/08/2023 4:15:20 PM,616,3/08/2023 5:17:39 PM
4031,432,221214,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (1 1/2"", 150# RF)",5.0000000,2,,2.7100000,,,,,,616,2/08/2023 4:15:36 PM,616,3/08/2023 5:17:39 PM
4032,432,221215,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (1 1/2"", 300# RF)",6.0000000,2,,4.1400000,,,,,,616,2/08/2023 4:15:59 PM,616,3/08/2023 5:17:39 PM
4033,432,221216,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (1 1/2"", 600# RF)",4.0000000,2,,4.1400000,,,,,,616,2/08/2023 4:16:25 PM,616,3/08/2023 5:17:39 PM
4034,432,221217,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (1"", 150# RF)",41.0000000,2,,2.9500000,,,,,,616,2/08/2023 4:16:54 PM,616,3/08/2023 5:17:39 PM
4035,432,221218,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (1"", 300# RF)",45.0000000,2,,4.3000000,,,,,,616,2/08/2023 4:17:28 PM,616,3/08/2023 5:17:39 PM
4036,432,221219,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (1"", 600# RF)",48.0000000,2,,4.3000000,,,,,,616,2/08/2023 4:17:43 PM,616,3/08/2023 5:17:39 PM
4037,432,221220,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (1"", 600# RTJ)",9.0000000,2,,4.3000000,,,,,,616,2/08/2023 4:18:10 PM,616,3/08/2023 5:17:39 PM
4038,432,221221,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (1/4"", 150# RF)",5.0000000,2,,2.7100000,,,,,,616,2/08/2023 4:18:32 PM,616,3/08/2023 5:17:39 PM
4039,432,221222,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (10"", 150# RF)",55.0000000,2,,11.5600000,,,,,,616,2/08/2023 4:18:52 PM,616,3/08/2023 5:17:39 PM
4040,432,221223,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (10"", 300# RF)",37.0000000,2,,13.4200000,,,,,,616,2/08/2023 4:19:24 PM,616,3/08/2023 5:17:39 PM
4041,432,221224,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (10"", 600# RF)",7.0000000,2,,20.0700000,,,,,,616,2/08/2023 4:19:44 PM,616,3/08/2023 5:17:39 PM
4042,432,221225,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (12"", 150# RF)",21.0000000,2,,17.3900000,,,,,,616,2/08/2023 4:20:04 PM,616,3/08/2023 5:17:39 PM
4043,432,221226,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (12"", 300# RF)",15.0000000,2,,18.5800000,,,,,,616,2/08/2023 4:20:39 PM,616,3/08/2023 5:17:39 PM
4044,432,221227,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (12"", 600# RF)",10.0000000,2,,24.8500000,,,,,,616,2/08/2023 4:21:28 PM,616,3/08/2023 5:17:39 PM
4045,432,221228,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (12"", 900# RF)",11.0000000,2,,28.0600000,,,,,,616,2/08/2023 4:21:56 PM,616,3/08/2023 5:17:39 PM
4046,432,221229,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (14"", 150# RF)",15.0000000,2,,22.8000000,,,,,,616,2/08/2023 4:22:26 PM,616,3/08/2023 5:17:39 PM
4047,432,221230,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (14"", 300# RF)",4.0000000,2,,26.2500000,,,,,,616,2/08/2023 4:23:04 PM,616,3/08/2023 5:17:39 PM
4048,432,221231,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (16"", 150# RF)",20.0000000,2,,27.8700000,,,,,,616,2/08/2023 4:23:41 PM,616,3/08/2023 5:17:39 PM
4049,432,221232,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (16"", 300# RF)",18.0000000,2,,31.4200000,,,,,,616,2/08/2023 4:24:02 PM,616,3/08/2023 5:17:39 PM
4050,432,221233,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (16"", 600# RF)",14.0000000,2,,41.3700000,,,,,,616,2/08/2023 4:24:30 PM,616,3/08/2023 5:17:39 PM
4051,432,221234,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (18"", 300# RF)",29.0000000,2,,39.2200000,,,,,,616,2/08/2023 4:24:51 PM,616,3/08/2023 5:17:39 PM
4052,432,221235,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (2"", 150# RF)",150.0000000,2,,3.6900000,,,,,,616,2/08/2023 4:25:29 PM,616,3/08/2023 5:17:39 PM
4053,432,221236,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (2"", 300# )",3.0000000,2,,5.6100000,,,,,,616,2/08/2023 4:26:15 PM,616,3/08/2023 5:17:39 PM
4054,432,221237,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (2"", 300# RF)",297.0000000,2,,5.6100000,,,,,,616,2/08/2023 4:28:17 PM,616,3/08/2023 5:17:39 PM
4055,432,221238,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (2"", 600# RF)",73.0000000,2,,5.6100000,,,,,,616,2/08/2023 4:28:40 PM,616,3/08/2023 5:17:39 PM
4056,432,221239,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (2"", 600# RTJ)",3.0000000,2,,5.6100000,,,,,,616,2/08/2023 4:29:10 PM,616,3/08/2023 5:17:39 PM
4057,432,221240,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (20"", 150# RF)",56.0000000,2,,40.9500000,,,,,,616,2/08/2023 4:29:47 PM,616,3/08/2023 5:17:39 PM
4058,432,221241,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (20"", 300# RF)",5.0000000,2,,42.3200000,,,,,,616,2/08/2023 4:30:11 PM,616,3/08/2023 5:17:39 PM
4059,432,221242,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (24"", 150# RF)",14.0000000,2,,45.8200000,,,,,,616,2/08/2023 4:32:52 PM,616,3/08/2023 5:17:39 PM
4060,432,221243,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (24"", 300# RF)",12.0000000,2,,55.0200000,,,,,,616,2/08/2023 4:33:58 PM,616,3/08/2023 5:17:39 PM
4061,432,221244,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (24"", 600# RF)",6.0000000,2,,69.0200000,,,,,,616,2/08/2023 4:34:37 PM,616,3/08/2023 5:17:39 PM
4062,432,221245,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (28"", 300# RF)",5.0000000,2,,79.0500000,,,,,,616,2/08/2023 4:35:04 PM,616,3/08/2023 5:17:39 PM
4063,432,221246,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (28"", 600# RF)",22.0000000,2,,82.6000000,,,,,,616,2/08/2023 4:35:49 PM,616,3/08/2023 5:17:39 PM
4064,432,221247,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (3"", 150# RF)",90.0000000,2,,4.8300000,,,,,,616,2/08/2023 4:36:12 PM,616,3/08/2023 5:17:39 PM
4065,432,221248,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (3"", 300# RF)",180.0000000,2,,7.4700000,,,,,,616,2/08/2023 4:36:59 PM,616,3/08/2023 5:17:39 PM
4066,432,221249,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (3"", 600# RF)",24.0000000,2,,7.4700000,,,,,,616,2/08/2023 4:37:25 PM,616,3/08/2023 5:17:39 PM
4067,432,221250,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (3/4"", 300# RF)",3.0000000,2,,4.1700000,,,,,,616,2/08/2023 4:38:01 PM,616,3/08/2023 5:17:39 PM
4068,432,221251,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (3/4"", 600# RF)",24.0000000,2,,4.1700000,,,,,,616,2/08/2023 4:38:40 PM,616,3/08/2023 5:17:39 PM
4069,432,221252,"SPIRAL WOUND GASKET - GRAPH FILL 316L SS I/R CS O/R (36"", 300# RF)",5.0000000,2,,79.3000000,,,,,,616,2/08/2023 4:39:19 PM,616,3/08/2023 5:17:39 PM
4070,437,221495,"Spacer 12"" #900 RTJ",2.0000000,2,,800.0000000,,,,,,1461,2/08/2023 4:34:48 PM,1461,2/08/2023 4:51:41 PM
4071,437,221496,"Gate Valve 12"" #900 CS",2.0000000,2,,1500.0000000,,,,,,1461,2/08/2023 4:35:00 PM,1461,2/08/2023 4:51:41 PM
4072,438,221485,"Meteomillarni(havo harorati, havo namligi, havo harakati, havo bosimi) o'lchash",1.0000000,2,,90.0000000,,,,,,1179,2/08/2023 4:39:36 PM,1179,2/08/2023 4:54:00 PM
4073,438,221486,Yorug'likni o'lchash,1.0000000,2,,100.0000000,,,,,,1179,2/08/2023 4:40:48 PM,1179,2/08/2023 4:54:00 PM
4074,438,221487,Gazlarni o'lchash,1.0000000,2,,250.0000000,,,,,,1179,2/08/2023 4:41:21 PM,1179,2/08/2023 4:54:00 PM
4075,438,221488,Changni o'lchash,1.0000000,2,,100.0000000,,,,,,1179,2/08/2023 4:41:35 PM,1179,2/08/2023 4:54:00 PM
4076,438,221489,Shovqinni o'lchash,1.0000000,2,,40.0000000,,,,,,1179,2/08/2023 4:41:49 PM,1179,2/08/2023 4:54:00 PM
4077,438,221490,Vibratsiyani o'lchash(umumiy va lokal),1.0000000,2,,100.0000000,,,,,,1179,2/08/2023 4:42:10 PM,1179,2/08/2023 4:54:00 PM
4078,438,221491,Infratovushni o'lchash,1.0000000,2,,35.0000000,,,,,,1179,2/08/2023 4:42:22 PM,1179,2/08/2023 4:54:00 PM
4079,438,221492,Radiatsiyani o'lchash,1.0000000,2,,150.0000000,,,,,,1179,2/08/2023 4:43:21 PM,1179,2/08/2023 4:54:00 PM
4080,438,221493,Havo almashinish sistemasi ekspertizasi havo almashinish ventilyatsiya tizimi samaradorligini aniqlash,1.0000000,2,,20.0000000,,,,,,1179,2/08/2023 4:43:31 PM,1179,2/08/2023 4:54:00 PM
4081,438,221494,Ekspertiza va radiatsiya gigenaviy xulosa berish,1.0000000,2,,200.0000000,,,,,,1179,2/08/2023 4:43:42 PM,1179,2/08/2023 4:54:00 PM
4082,432,221266,"SPIRAL WOUND GASKET - GRAPH FILL CS I/R CS O/R (12"", 300# RF)",18.0000000,2,,18.5800000,,,,,,616,2/08/2023 4:50:01 PM,616,3/08/2023 5:17:39 PM
4083,432,221267,"SPIRAL WOUND GASKET - GRAPH FILL CS I/R CS O/R (16"", 150# RF)",15.0000000,2,,27.8700000,,,,,,616,2/08/2023 4:50:19 PM,616,3/08/2023 5:17:39 PM
4084,432,221268,"SPIRAL WOUND GASKET - GRAPH FILL CS I/R CS O/R (16"", 300# RF)",11.0000000,2,,31.4200000,,,,,,616,2/08/2023 4:51:27 PM,616,3/08/2023 5:17:39 PM
4085,432,221269,"SPIRAL WOUND GASKET - GRAPH FILL CS I/R CS O/R (18"", 150# RF)",23.0000000,2,,34.1700000,,,,,,616,2/08/2023 4:51:45 PM,616,3/08/2023 5:17:39 PM
4086,432,221270,"SPIRAL WOUND GASKET - GRAPH FILL CS I/R CS O/R (18"", 300# RF)",3.0000000,2,,39.2200000,,,,,,616,2/08/2023 4:52:04 PM,616,3/08/2023 5:17:39 PM
4087,432,221271,"SPIRAL WOUND GASKET - GRAPH FILL CS I/R CS O/R (28"", 600# RF)",3.0000000,2,,87.6400000,,,,,,616,2/08/2023 4:58:59 PM,616,3/08/2023 5:17:39 PM
4088,432,221272,"SPIRAL WOUND GASKET - GRAPH FILL CS I/R CS O/R (8"", 150# RF)",56.0000000,2,,9.1400000,,,,,,616,2/08/2023 5:00:36 PM,616,3/08/2023 5:17:39 PM
4089,432,221273,"SPIRAL WOUND GASKET - GRAPH FILL CS I/R CS O/R (8"", 300# RF)",33.0000000,2,,10.8400000,,,,,,616,2/08/2023 5:03:33 PM,616,3/08/2023 5:17:39 PM
4090,432,221315,"SPIRAL WOUND GASKET - TP304 SS I/R TP304 SS O/R (2"", 300# RF)",2.0000000,2,,5.6100000,,,,,,616,3/08/2023 8:33:38 AM,616,3/08/2023 5:17:39 PM
4091,432,221316,"SPIRAL WOUND GASKET - TP304 SS I/R TP304 SS O/R (24"", 150# RF)",12.0000000,2,,55.0200000,,,,,,616,3/08/2023 8:41:16 AM,616,3/08/2023 5:17:39 PM
4092,432,221317,"SPIRAL WOUND GASKET - TP304 SS I/R TP304 SS O/R (4"", 300# RF)",2.0000000,2,,9.9300000,,,,,,616,3/08/2023 8:41:31 AM,616,3/08/2023 5:17:39 PM
4093,432,221318,"SPIRAL WOUND GASKET - TYPE304 SS I/R TYPE304 SS O/R (4"", 300# RF)",520.0000000,2,,9.9300000,,,,,,616,3/08/2023 8:41:54 AM,616,3/08/2023 5:17:39 PM
4094,432,221319,SPIRAL WOUND GASKET (D1880/2037),7.0000000,2,,101.0000000,,,,,,616,3/08/2023 8:42:43 AM,616,3/08/2023 5:17:39 PM
4095,432,221321,"SPIRAL WOUND GASKET (O.D.1069/1058, M.D1058/1024, I.D 994) FOR CHANNEL COVER FLANGE",5.0000000,2,,103.0000000,,,,,,616,3/08/2023 8:43:15 AM,616,3/08/2023 5:17:40 PM
4096,432,221322,"SPIRAL WOUND GASKET (O.D.1069/1058, M.D1058/1024, I.D 994) FOR CHANNEL FLANGE",5.0000000,2,,105.3000000,,,,,,616,3/08/2023 8:43:39 AM,616,3/08/2023 5:17:40 PM
4097,432,221323,"SPIRAL WOUND GASKET (O.D.1069/1058, M.D1058/1024, I.D 994) FOR SHEEL FLANGE",9.0000000,2,,105.3000000,,,,,,616,3/08/2023 8:44:03 AM,616,3/08/2023 5:17:40 PM
4098,432,221324,"SPIRAL WOUND GASKET (O.D.881/870, M.D 870/836, I.D 806) FOR SHEEL FLANGE",3.0000000,2,,96.5000000,,,,,,616,3/08/2023 8:44:21 AM,616,3/08/2023 5:17:40 PM
4099,432,221327,"SPIRAL WOUND GASKET ASME B.16.47 (26"", 150# RF)",7.0000000,2,,89.8000000,,,,,,616,3/08/2023 8:44:38 AM,616,3/08/2023 5:17:40 PM
4100,432,221328,"SPIRAL WOUND GASKET ASME В.16.20 (26"", 150# RF)",5.0000000,2,,89.8000000,,,,,,616,3/08/2023 8:44:58 AM,616,3/08/2023 5:17:40 PM
4101,432,221329,"SPIRAL WOUND GASKET- MONEL 400 WND EPTFE FILL MONEL 400 I/R CS O/R (20"", 600# RF)",13.0000000,2,,60.3600000,,,,,,616,3/08/2023 8:45:17 AM,616,3/08/2023 5:17:40 PM
4102,432,221330,SPIRAL WOUND GASKET WITH PASS PARTITION (D1880/2037),7.0000000,2,,105.6000000,,,,,,616,3/08/2023 8:46:12 AM,616,3/08/2023 5:17:40 PM
4103,432,221331,"SPIRAL WOUND GASKET/СНП (10"", 150# RF)",5.0000000,2,,11.5600000,,,,,,616,3/08/2023 8:46:27 AM,616,3/08/2023 5:17:40 PM
4104,432,221332,"SPIRAL WOUND GASKET/СНП (12"", 150# RF)",3.0000000,2,,17.3900000,,,,,,616,3/08/2023 8:46:50 AM,616,3/08/2023 5:17:40 PM
4105,432,221333,"SPIRAL WOUND GASKET/СНП (16"", 150# RF)",3.0000000,2,,27.8700000,,,,,,616,3/08/2023 8:47:06 AM,616,3/08/2023 5:17:40 PM
4106,432,221334,"SPIRAL WOUND GASKET/СНП (2"", 150# RF)",57.0000000,2,,3.6900000,,,,,,616,3/08/2023 8:47:26 AM,616,3/08/2023 5:17:40 PM
4107,432,221335,"SPIRAL WOUND GASKET/СНП (2"", 300# RF)",3.0000000,2,,5.3100000,,,,,,616,3/08/2023 8:50:52 AM,616,3/08/2023 5:17:40 PM
4108,432,221336,"SPIRAL WOUND GASKET/СНП (20"", 150# RF)",3.0000000,2,,40.9500000,,,,,,616,3/08/2023 8:51:10 AM,616,3/08/2023 5:17:40 PM
4109,432,221337,"SPIRAL WOUND GASKET/СНП (24"", 150# RF)",3.0000000,2,,45.8200000,,,,,,616,3/08/2023 8:51:33 AM,616,3/08/2023 5:17:40 PM
4110,432,221338,"SPIRAL WOUND GASKET/СНП (6"", 150# RF)",3.0000000,2,,9.8200000,,,,,,616,3/08/2023 8:51:55 AM,616,3/08/2023 5:17:40 PM
4111,432,221339,"SPIRAL WOUND GASKET/СНП (64"", PN16 RF)",3.0000000,2,,108.0000000,,,,,,616,3/08/2023 8:52:14 AM,616,3/08/2023 5:17:40 PM
4112,432,221340,"SPIRAL WOUND GASKET/СНП (72"", PN16 RF)",3.0000000,2,,123.0000000,,,,,,616,3/08/2023 8:52:36 AM,616,3/08/2023 5:17:40 PM
4113,432,221341,"SPIRAL WOUND GASKET/СНП (80"", 150# RF)",3.0000000,2,,125.0000000,,,,,,616,3/08/2023 8:52:59 AM,616,3/08/2023 5:17:40 PM
4114,432,221342,"SPIRAL WOUND GASKET (36"", 150# RF)",3.0000000,2,,85.6000000,,,,,,616,3/08/2023 8:53:19 AM,616,3/08/2023 5:17:40 PM
4115,432,221343,"SPIRAL WOUND GASKET (30"", 150# RF)",3.0000000,2,,96.9000000,,,,,,616,3/08/2023 8:53:38 AM,616,3/08/2023 5:17:40 PM
4117,432,129744,"Size: 1"" (Size: 25mm) Gasket, EPDM FF B16.21 CL300 3MM thickness FULL FACE 60-70 SHORE A DUROMETER",3.0000000,2,,0.9362000,,,,,,616,3/08/2023 9:11:02 AM,616,3/08/2023 9:14:06 AM
4118,432,129793,"Size: 16"" (Size: 400mm) Gasket, 4-6CR-1/2MO RJ B16.20 CL900 R OCTAGONAL",5.0000000,2,,360.2188000,,,,,,616,3/08/2023 9:24:21 AM,616,3/08/2023 10:27:52 AM
4119,432,129767,"Size: 10"" (Size: 250mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",9.0000000,2,,61.9230000,,,,,,616,3/08/2023 9:25:05 AM,616,3/08/2023 10:27:52 AM
4120,432,129775,"Size: 12"" (Size: 300mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",13.0000000,2,,77.8378000,,,,,,616,3/08/2023 9:27:24 AM,616,3/08/2023 10:27:52 AM
4121,432,129803,"Size: 18"" (Size: 450mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",3.0000000,2,,222.8240000,,,,,,616,3/08/2023 9:28:52 AM,616,3/08/2023 10:27:52 AM
4122,432,129839,"Size: 24"" (Size: 600mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",9.0000000,2,,482.2435000,,,,,,616,3/08/2023 9:30:03 AM,616,3/08/2023 10:27:52 AM
4123,432,129913,"Size: 4"" (Size: 100mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",10.0000000,2,,25.0722000,,,,,,616,3/08/2023 9:31:08 AM,616,3/08/2023 10:27:52 AM
4124,432,129938,"Size: 6"" (Size: 150mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",5.0000000,2,,40.7742000,,,,,,616,3/08/2023 9:32:47 AM,616,3/08/2023 10:27:52 AM
4125,432,129949,"Size: 8"" (Size: 200mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",8.0000000,2,,50.6720000,,,,,,616,3/08/2023 9:34:05 AM,616,3/08/2023 10:27:52 AM
4126,432,221274,"SPIRAL WOUND GASKET - HOOP: 316L SS; INNER RING: 316L SS; OUTER RING: 316L SS (18"", 150# RF)",3.0000000,2,,34.1700000,,,,,,616,3/08/2023 9:41:16 AM,616,3/08/2023 5:17:40 PM
4127,432,221275,"SPIRAL WOUND GASKET - HOOP: 316L SS; INNER RING: 316L SS; OUTER RING: 316L SS (2"", 300# RF)",4.0000000,2,,5.6100000,,,,,,616,3/08/2023 9:50:13 AM,616,3/08/2023 5:17:40 PM
4128,432,221276,"SPIRAL WOUND GASKET - HOOP: 316L SS; INNER RING: 316L SS; OUTER RING: 316L SS (20"", 150# RF)",2.0000000,2,,40.9500000,,,,,,616,3/08/2023 9:51:20 AM,616,3/08/2023 5:17:40 PM
4129,432,221277,"SPIRAL WOUND GASKET - HOOP: 316L SS; INNER RING: 316L SS; OUTER RING: 316L SS (24"", 150# RF)",9.0000000,2,,50.0200000,,,,,,616,3/08/2023 9:51:58 AM,616,3/08/2023 5:17:40 PM
