Requisition Line ID,Requisition ID,Asset ID,Requisition Line Description,Requisitioned Quantity,UOMID,Work Order Spare ID,Expected Purchase Price,Completed Date Time,Completed By Contact ID,Is Cancelled,Cancelled By Contact ID,Cancelled Date Time,Created By Contact ID,Created Date Time,Modified By Contact ID,Modified Date Time
23,13,173901,Test,1.0000000,2,,0.0000000,12/09/2022 11:12:27 AM,1656,,1656,12/09/2022 11:12:27 AM,1,7/09/2022 11:44:23 AM,1656,12/09/2022 11:12:27 AM
24,14,154203,"INSULATION (1SET = 4 SHEET), MINERAL FIBAR 120K X 75T (S.233-42.2 OF 88)",6.0000000,8,40,0.0000000,,,,689,16/09/2022 9:25:21 AM,1463,11/09/2022 11:03:13 AM,689,16/09/2022 9:25:31 AM
25,15,129230,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,2,41,1303.9950000,12/09/2022 2:19:31 PM,1458,,,,689,12/09/2022 10:57:06 AM,1458,12/09/2022 2:19:31 PM
26,16,129210,"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,2,42,750.2857000,14/09/2022 8:39:50 AM,1670,,,,689,12/09/2022 10:57:11 AM,1670,14/09/2022 8:39:50 AM
27,17,129206,"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",38.0000000,2,43,88.5960000,15/09/2022 3:52:03 PM,1458,,,,689,12/09/2022 10:57:16 AM,1458,15/09/2022 3:52:03 PM
28,18,129209,"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,2,44,381.5054000,15/09/2022 3:51:57 PM,1458,,,,689,12/09/2022 10:59:34 AM,1458,15/09/2022 3:51:57 PM
29,19,129211,"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",2.0000000,2,45,358.0224000,15/09/2022 3:51:52 PM,1458,,,,689,12/09/2022 11:00:43 AM,1458,15/09/2022 3:51:52 PM
30,20,129205,"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,2,46,166.7864000,15/09/2022 3:51:48 PM,1458,,,,689,12/09/2022 11:04:56 AM,1458,15/09/2022 3:51:48 PM
31,21,129851,"Size: 3"" (Size: 80mm) Gasket, 316 SS WND FLEXIBLE GRAPHITE FILL 316 SS I/R 316 SS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",6.0000000,2,47,6.7574000,15/09/2022 3:51:43 PM,1458,,,,689,12/09/2022 11:06:32 AM,1458,15/09/2022 3:51:43 PM
32,22,174409,Test,1.0000000,2,2909,1000000.0000000,,,,1,14/09/2022 11:42:45 AM,1,14/09/2022 11:38:57 AM,1452,10/02/2023 2:38:54 PM
33,23,129901,"Size: 4"" (Size: 100mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",1.0000000,2,2908,11.3361000,,,,689,16/09/2022 9:27:21 AM,689,16/09/2022 9:21:56 AM,1452,10/02/2023 2:34:23 PM
34,24,129835,"Size: 24"" (Size: 600mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",1.0000000,2,73,38.7742000,,,,689,16/09/2022 9:24:55 AM,689,16/09/2022 9:23:50 AM,689,16/09/2022 9:24:59 AM
35,25,128960,Oil Mobil DTE 25 Ultra / Масло,30.0000000,20,75,4.2437000,21/09/2022 12:17:42 PM,1458,,,,1460,20/09/2022 3:39:42 PM,1458,21/09/2022 12:17:42 PM
36,26,128958,Oil Mobil DTE 10  Excel 32  / Масло,30.0000000,20,76,4.4515000,21/09/2022 12:52:04 PM,1460,,1460,21/09/2022 12:52:04 PM,1460,20/09/2022 3:55:48 PM,1460,21/09/2022 12:52:04 PM
37,27,173611,Смазка пластичная универсальная WD-40 400 ml,1.0000000,2,77,6.7076000,2/11/2022 3:15:58 PM,1687,,1687,2/11/2022 3:15:58 PM,689,21/09/2022 3:06:35 PM,1687,2/11/2022 3:14:19 PM
38,28,130586,Нетканое полотно,10.0000000,2,78,0.4401000,2/11/2022 3:16:02 PM,1687,,1687,2/11/2022 3:16:02 PM,689,21/09/2022 3:08:37 PM,1687,2/11/2022 3:14:23 PM
39,29,161950,"SPARE PARTS - GASKETS: FULL THREAD SCREW BOLT/ASME B18.31.2-2014/3/4""-10UNC-115L/SA-193 GR.B7/COATING FLUOROCARBON FOR 150-VD-019 (S.354-9 OF 13)",20.0000000,2,79,0.0000000,2/11/2022 3:16:05 PM,1687,,1687,2/11/2022 3:16:05 PM,689,22/09/2022 10:19:19 AM,1687,2/11/2022 3:14:27 PM
40,30,169226,"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",38.0000000,2,80,88.1314000,28/09/2022 11:03:06 AM,1656,,,,1460,23/09/2022 10:24:48 AM,1656,28/09/2022 11:03:06 AM
41,31,129209,"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,2,81,381.5054000,28/09/2022 11:03:37 AM,1656,,,,1460,23/09/2022 10:24:54 AM,1656,28/09/2022 11:03:37 AM
42,32,129210,"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",4.0000000,2,82,750.2857000,28/09/2022 11:03:24 AM,1656,,,,1460,23/09/2022 10:24:57 AM,1656,28/09/2022 11:03:24 AM
43,33,129211,"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",4.0000000,2,83,358.0224000,28/09/2022 11:03:48 AM,1656,,,,1460,23/09/2022 10:25:00 AM,1656,28/09/2022 11:03:48 AM
44,34,129205,"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,2,84,166.7864000,28/09/2022 11:03:58 AM,1656,,,,1460,23/09/2022 10:25:04 AM,1656,28/09/2022 11:03:58 AM
45,35,128958,Oil Mobil DTE 10  Excel 32  / Масло,10.0000000,20,90,4.4515000,28/09/2022 11:53:20 AM,1656,,,,1460,24/09/2022 3:16:11 PM,1656,28/09/2022 11:53:20 AM
46,36,128958,Oil Mobil DTE 10  Excel 32  / Масло,5.0000000,20,96,4.4515000,28/09/2022 11:53:14 AM,1656,,,,1460,26/09/2022 2:13:48 PM,1656,28/09/2022 11:53:14 AM
47,37,129230,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,2,100,1303.9950000,2/11/2022 3:15:49 PM,1687,,1687,2/11/2022 3:15:49 PM,1460,28/09/2022 9:56:18 AM,1687,2/11/2022 3:14:11 PM
48,38,173611,Смазка пластичная универсальная WD-40 400 ml,1.0000000,2,103,6.7076000,28/09/2022 11:34:33 AM,1656,,,,1460,28/09/2022 10:48:43 AM,1656,28/09/2022 11:34:33 AM
49,39,130568,Наждачная бумага от 0 мм до 20мм,0.5000000,10,104,4.7835000,,,,1460,28/09/2022 11:24:37 AM,1460,28/09/2022 10:49:22 AM,1460,28/09/2022 11:24:40 AM
50,40,128974,"Силиконовый компаунд MOLYKOTE 111 / Стойкий к озону, ультра-фиолетовому излучению и экстримальным температурам, Масло- и бензостойкий, Высокая термостойкость (до +315°С)",0.1000000,17,105,27.2847000,28/09/2022 11:02:20 AM,1656,,,,1460,28/09/2022 10:53:18 AM,1656,28/09/2022 11:02:20 AM
51,41,130568,Наждачная бумага от 0 мм до 20мм,1.0000000,10,104,4.7835000,28/09/2022 11:35:16 AM,1656,,,,1460,28/09/2022 11:25:02 AM,1656,28/09/2022 11:35:16 AM
52,42,128974,"Силиконовый компаунд MOLYKOTE 111 / Стойкий к озону, ультра-фиолетовому излучению и экстримальным температурам, Масло- и бензостойкий, Высокая термостойкость (до +315°С)",0.9000000,17,106,27.2847000,28/09/2022 11:37:13 AM,1656,,,,1460,28/09/2022 11:28:14 AM,1656,28/09/2022 11:37:13 AM
53,43,173611,Смазка пластичная универсальная WD-40 400 ml,1.0000000,2,110,6.7076000,2/11/2022 3:15:11 PM,1687,,1687,2/11/2022 3:15:11 PM,1460,29/09/2022 3:57:08 PM,1687,2/11/2022 3:13:33 PM
54,44,129045,150-PC-017A/B/ TSP 6X4-16/ Mechanical SEAL,1.0000000,8,115,20523.5889000,2/11/2022 3:15:29 PM,1687,,1687,2/11/2022 3:15:29 PM,1465,30/09/2022 1:59:16 PM,1687,2/11/2022 3:13:51 PM
55,45,130404,Паронит маслобензостойкий Давление: 10Мпа Температура: 490 СТолщина: 3 мм Размер: 2м х 1.25м/Pressure: 10 Mpa,25.0000000,17,267,0.0000000,,,,1461,8/11/2022 10:08:44 AM,1461,8/11/2022 9:56:27 AM,1461,8/11/2022 10:08:47 AM
56,46,,,0.0000000,,,0.0000000,15/12/2022 4:21:10 PM,689,,689,15/12/2022 4:21:10 PM,689,15/12/2022 4:20:43 PM,689,15/12/2022 4:21:10 PM
57,47,208438,перчатки форменные для военнослужащих,1.0000000,15,2224,10.0000000,,,,1460,10/01/2023 10:20:36 AM,1460,10/01/2023 10:20:29 AM,1460,10/01/2023 10:20:39 AM
58,48,174587,"Metal Pipes (steel, circular section, suture, diameter not more than 168,3 mm), LT FT - GTL Cluster Tubes",350.0000000,8,,9148.4832000,,,,1674,10/01/2023 4:16:30 PM,1674,10/01/2023 3:43:57 PM,1674,10/01/2023 4:16:34 PM
59,49,188433,"ЗАПАСНЫЕ ЧАСТИ НА ПУСКО-НАЛАДОЧНЫЕ РАБОТЫ ДЛЯ ВСЕХ ГОРЕЛОК, В ЧАСТНОСТИ: ОГНЕУПОРНАЯ ПЛИТКА ДЛЯ 120-HF-101 (S.361-1 OF 1)",2.0000000,2,,0.0000000,,,,1456,10/01/2023 4:10:59 PM,1456,10/01/2023 4:05:26 PM,1456,10/01/2023 4:11:12 PM
61,50,209757,Differential Pressure Level Transmitter,1.0000000,2,2926,0.0000000,,,,1461,10/02/2023 4:50:51 PM,1461,10/02/2023 4:46:32 PM,1461,10/02/2023 4:50:59 PM
62,51,209757,Differential Pressure Level Transmitter,1.0000000,2,2927,0.0000000,,,,1461,10/02/2023 4:52:53 PM,1461,10/02/2023 4:51:47 PM,1461,10/02/2023 4:53:00 PM
63,51,209757,Differential Pressure Level Transmitter,1.0000000,2,2928,0.0000000,,,,1461,10/02/2023 4:52:49 PM,1461,10/02/2023 4:52:26 PM,1461,10/02/2023 4:53:00 PM
64,52,209757,Differential Pressure Level Transmitter,4.0000000,2,,0.0000000,13/02/2023 9:10:16 AM,1687,,1687,13/02/2023 9:10:16 AM,1461,10/02/2023 4:59:16 PM,1687,13/02/2023 9:10:16 AM
65,53,209757,Differential Pressure Level Transmitter,1.0000000,2,2927,2000.0000000,,,,,,1461,13/02/2023 9:26:33 AM,1461,13/02/2023 9:26:33 AM
66,54,209757,Differential Pressure Level Transmitter,1.0000000,2,2930,2000.0000000,,,,,,1461,13/02/2023 9:29:41 AM,1461,13/02/2023 9:29:41 AM
67,55,209757,Differential Pressure Level Transmitter,1.0000000,2,2931,2000.0000000,,,,593,7/07/2023 11:15:07 AM,1461,13/02/2023 9:30:43 AM,593,7/07/2023 11:15:13 AM
68,56,209757,Differential Pressure Level Transmitter,1.0000000,2,,2000.0000000,,,,,,1461,13/02/2023 9:37:36 AM,1461,13/02/2023 9:43:03 AM
69,57,210493,Pressure Differential Transmitters,17.0000000,2,,1500.0000000,15/02/2023 12:45:53 PM,1687,,1687,15/02/2023 12:45:53 PM,1648,14/02/2023 2:34:39 PM,1687,15/02/2023 12:45:53 PM
70,58,210500,Flow Transmitter,1.0000000,2,,1500.0000000,,,,1687,16/02/2023 12:08:14 PM,1648,15/02/2023 1:57:12 PM,1687,16/02/2023 12:08:16 PM
85,58,210515,Level Transmitter,1.0000000,2,,1500.0000000,,,,1687,16/02/2023 12:09:46 PM,1648,15/02/2023 2:02:50 PM,1687,16/02/2023 12:09:53 PM
88,59,210517,Sampling cylinder assembly with overflow tube/Пробоотборный цилиндр в сборе с трубкой от перелива,10.0000000,8,,1500.0000000,,,,,,703,16/02/2023 2:12:33 PM,1687,20/02/2023 5:14:24 PM
89,59,210518,Sampling cylinder assembly (without overflow tube) coated with Silconert/Пробоотборный цилиндр в сборе (без трубки от перелива) с покрытием Silconert,4.0000000,8,,2500.0000000,,,,,,703,16/02/2023 2:15:03 PM,1687,20/02/2023 5:14:24 PM
90,59,210519,"Stainless steel needle valve steel with cap (D Series Needle Valve 1/4"" NPTm/f - RD 196 Bar)/Игольчатый клапан из нерж. стали с крышкой (D Series Needle Valve 1/4"" NPTm/f - RD 196 Bar)",20.0000000,2,,100.0000000,,,,,,703,16/02/2023 2:15:35 PM,1687,20/02/2023 5:14:24 PM
91,60,210520,Rubber laboratory gloves/Резиновые перчатки лабораторные,1000.0000000,15,,0.5000000,3/07/2023 9:01:19 AM,1687,,,,703,16/02/2023 2:25:12 PM,1687,3/07/2023 9:00:56 AM
92,61,210563,Stretch Film,20.0000000,2,,4.0000000,3/07/2023 9:39:15 AM,1687,,,,1656,17/02/2023 11:42:35 AM,1687,3/07/2023 9:38:52 AM
93,62,129029,150-PC-002A/B/ RSMP-V 8X6-13A/ Mechanical SEAL (DE&NDE),1.0000000,8,,23574.5149000,17/02/2023 3:03:03 PM,1460,,1460,17/02/2023 3:03:03 PM,1460,17/02/2023 2:56:06 PM,1460,17/02/2023 3:03:03 PM
94,63,129029,150-PC-002A/B/ RSMP-V 8X6-13A/ Mechanical SEAL (DE&NDE),1.0000000,8,,23574.5149000,17/02/2023 3:28:04 PM,1460,,1460,17/02/2023 3:28:04 PM,1460,17/02/2023 3:09:13 PM,1460,17/02/2023 3:28:05 PM
95,64,129029,150-PC-002A/B/ RSMP-V 8X6-13A/ Mechanical SEAL (DE&NDE),1.0000000,8,,23574.5149000,18/02/2023 10:36:32 AM,1,,1,18/02/2023 10:36:32 AM,1460,17/02/2023 3:36:50 PM,1,18/02/2023 10:36:32 AM
96,65,129029,150-PC-002A/B/ RSMP-V 8X6-13A/ Mechanical SEAL (DE&NDE),2.0000000,8,,23574.5149000,18/02/2023 10:36:25 AM,1,,1,18/02/2023 10:36:25 AM,1460,17/02/2023 3:58:17 PM,1,18/02/2023 10:36:26 AM
99,66,210560,Canon i-Sensys MF445dw,1.0000000,8,,150.0000000,21/02/2023 2:12:47 PM,1903,,1903,21/02/2023 2:12:47 PM,1452,21/02/2023 11:01:57 AM,1903,21/02/2023 2:12:47 PM
100,68,210602,"Training for analyzers Bartec Benke in Reinbeck factory, Germany",2.0000000,,,1250.0000000,,,,,,1902,21/02/2023 11:35:00 AM,1902,21/02/2023 1:56:14 PM
101,69,210601,Caustic soda (NaOH)/ Каустической соды (NaOH),157800.0000000,17,,1.3250000,,,,,,1920,21/02/2023 12:24:02 PM,1920,21/02/2023 3:13:54 PM
102,70,210605,Scaffolding courses,5.0000000,26,,1500.0000000,,,,,,1902,21/02/2023 12:33:50 PM,1460,5/04/2023 2:30:40 PM
103,71,210604,Public speaking training courses,40.0000000,,,40.0000000,,,,,,1902,21/02/2023 12:39:24 PM,1902,21/02/2023 1:54:02 PM
104,72,169272,Комбинезон медицинский защитный (FreeMans),1000.0000000,2,,1.1002000,3/07/2023 8:58:08 AM,1687,,,,695,21/02/2023 11:40:00 AM,1687,3/07/2023 8:57:45 AM
105,72,173597,Очки защитные,500.0000000,2,,4.4675000,,,,,,695,21/02/2023 1:18:49 PM,695,21/02/2023 1:24:47 PM
106,72,130306,Каска защитная POCOM3 белая с логотипом,500.0000000,2,,4.2174000,,,,,,695,21/02/2023 1:20:46 PM,695,21/02/2023 1:24:47 PM
107,72,210600,Himoya zanjiri (Whip check) ,200.0000000,2,,5.0000000,,,,,,695,21/02/2023 1:22:02 PM,695,21/02/2023 1:24:47 PM
108,73,174579,Фильтровальный порошок перлитовый вспученный,20000.0000000,17,,0.9117000,17/08/2023 4:05:35 PM,1920,,,,1920,21/02/2023 3:35:51 PM,1920,17/08/2023 4:04:49 PM
110,74,210614,045544,1.0000000,2,,0.0000000,22/02/2023 2:49:49 PM,1582,,1582,22/02/2023 2:49:49 PM,1582,22/02/2023 2:49:37 PM,1582,22/02/2023 2:49:50 PM
111,75,210615,The hiring of new welders through outsourcing department,1.0000000,,,0.0000000,,,,,,1582,22/02/2023 2:52:55 PM,1582,22/02/2023 2:56:04 PM
112,76,176888,VIBRATION,100.0000000,2,,3000.0000000,22/02/2023 3:02:38 PM,1687,,1687,22/02/2023 3:02:38 PM,1687,22/02/2023 2:50:56 PM,1687,22/02/2023 3:02:05 PM
113,77,210620,V-belt(Toothed)/клиновой ремень(зубчатый),2.0000000,8,,75.0000000,,,,,,1155,22/02/2023 5:30:16 PM,1155,22/02/2023 5:48:40 PM
114,77,210621,V-belt(Toothed)/клиновой ремень(зубчатый),1.0000000,8,,35.0000000,,,,,,1155,22/02/2023 5:34:36 PM,1155,22/02/2023 5:48:40 PM
115,77,210622,V-belt/клиновой ремень,2.0000000,8,,60.0000000,,,,,,1155,22/02/2023 5:38:50 PM,1155,22/02/2023 5:48:40 PM
116,77,210623,V-belt/клиновой ремень,4.0000000,8,,100.0000000,,,,,,1155,22/02/2023 5:39:41 PM,1155,22/02/2023 5:48:40 PM
117,77,210624,V-belt(Toothed)/клиновой ремень(зубчатый),3.0000000,8,,50.0000000,,,,,,1155,22/02/2023 5:40:38 PM,1155,22/02/2023 5:48:40 PM
118,77,210625,V-belt(Toothed)/клиновой ремень(зубчатый),2.0000000,8,,40.0000000,,,,,,1155,22/02/2023 5:41:25 PM,1155,22/02/2023 5:48:40 PM
119,78,128013,120-PC-003A/B/ TSP 4X2-9/ Mechanical SEAL,1.0000000,8,,0.0000000,23/02/2023 5:43:08 PM,1,,1,23/02/2023 5:43:08 PM,1,23/02/2023 5:42:12 PM,1,23/02/2023 5:43:08 PM
120,79,128013,120-PC-003A/B/ TSP 4X2-9/ Mechanical SEAL,1.0000000,8,,0.0000000,23/02/2023 5:44:55 PM,1,,1,23/02/2023 5:44:55 PM,1,23/02/2023 5:44:17 PM,1,23/02/2023 5:44:55 PM
121,80,128013,120-PC-003A/B/ TSP 4X2-9/ Mechanical SEAL,2.0000000,8,,6202.0496000,24/03/2023 10:37:45 AM,667,,667,24/03/2023 10:37:45 AM,667,24/02/2023 10:46:00 AM,667,24/03/2023 10:37:45 AM
122,81,211359,Ecology courses for HSE team,1.0000000,,,150.0000000,3/07/2023 8:46:21 AM,1687,,1687,3/07/2023 8:46:21 AM,1902,24/02/2023 3:55:44 PM,1687,3/07/2023 8:45:57 AM
123,82,128015,"GASKET C.A.F THK.2 ММ. FOR 120-HF-101/201 Euro 36,26/Ea",1.0000000,2,,35.2802000,28/02/2023 9:11:50 AM,1687,,1687,28/02/2023 9:11:50 AM,1687,28/02/2023 9:11:22 AM,1687,28/02/2023 9:11:50 AM
124,83,211390,"1,1,1 Трихлорэтан 1л",1.0000000,20,,100.0000000,3/07/2023 8:50:26 AM,1687,,,,703,28/02/2023 10:50:49 AM,1687,3/07/2023 8:50:03 AM
125,83,211389,"COD HI-93754B-25 edium range COD reagents.0 to 1,500mg/L. Pack of 150 tests",5.0000000,19,,2500.0000000,3/07/2023 8:50:26 AM,1687,,,,703,28/02/2023 10:51:29 AM,1687,3/07/2023 8:50:03 AM
126,84,211383,Welding filler wire for carbon steel metals,200.0000000,17,,14.0000000,,,,,,1582,28/02/2023 11:37:58 AM,1582,28/02/2023 11:47:43 AM
127,84,211384,Welding filler wire for stainless steel metals,50.0000000,17,,130.0000000,,,,,,1582,28/02/2023 11:38:33 AM,1582,28/02/2023 11:47:43 AM
128,84,211385,Welding filler wire for stainless steel metals,50.0000000,17,,30.0000000,,,,,,1582,28/02/2023 11:39:02 AM,1582,28/02/2023 11:47:43 AM
129,84,211386,Protective face shield for working with a grinder,50.0000000,2,,4.4000000,,,,,,1582,28/02/2023 11:39:36 AM,1582,28/02/2023 11:47:43 AM
130,84,211387,Respirator for welder,25.0000000,2,,25.0000000,,,,,,1582,28/02/2023 11:39:44 AM,1582,28/02/2023 11:47:43 AM
131,84,211388,Measuring tape 10m,10.0000000,2,,10.0000000,,,,,,1582,28/02/2023 11:39:55 AM,1582,28/02/2023 11:47:43 AM
132,85,211396,Polyethylene film,842.0000000,17,,2.3200000,,,,,,1920,1/03/2023 3:08:41 PM,1920,1/03/2023 3:12:20 PM
133,86,178498,"""Задвижка¶:корпус: углеродистая сталь ¶: 3/4""""#800¶ №: :Spare""",1.0000000,2,,0.0000000,,,,1,3/03/2023 10:14:05 AM,1,3/03/2023 10:12:58 AM,1,3/03/2023 10:14:16 AM
134,87,211408,Universal Milling Machine (Универсальный консольный Фрезерный Станок) Проиводства Узбекистан,1.0000000,8,,82000.0000000,,,,,,1463,3/03/2023 5:03:40 PM,1463,3/03/2023 5:32:25 PM
135,87,211409,Radial Drilling Machine (Радиально-сверлильный станок),1.0000000,8,,10000.0000000,,,,,,1463,3/03/2023 5:04:05 PM,1463,3/03/2023 5:32:25 PM
136,87,211410,hydraulic jack 150tГидравлический пресс 150т.,1.0000000,8,,10000.0000000,,,,,,1463,3/03/2023 5:04:24 PM,1463,3/03/2023 5:32:25 PM
137,87,211411,Листогиб Metal Master LBA 2015sheet bending machine  Metal Master LBA 2015,1.0000000,8,,38000.0000000,,,,,,1463,3/03/2023 5:04:44 PM,1463,3/03/2023 5:32:25 PM
138,87,211412,lapping machine KemetПритирочные машины Kemet,1.0000000,8,,1500.0000000,,,,,,1463,3/03/2023 5:04:58 PM,1463,3/03/2023 5:32:25 PM
139,87,211413,Cylindrical Grinding machineКруглош-шлефовальный станок,1.0000000,8,,29000.0000000,,,,,,1463,3/03/2023 5:05:11 PM,1463,3/03/2023 5:32:25 PM
140,87,211414,Band Saw MachineЛенточнопильный станок,1.0000000,8,,5000.0000000,,,,,,1463,3/03/2023 5:05:24 PM,1463,3/03/2023 5:32:25 PM
141,87,211415,Muffle FurnaceМуфельный печ,1.0000000,8,,4000.0000000,,,,,,1463,3/03/2023 5:05:38 PM,1463,3/03/2023 5:32:25 PM
142,87,211416,ЭкстракторHydraulic Tube Bundle Extractor,1.0000000,8,,125000.0000000,,,,,,1463,3/03/2023 5:05:54 PM,1463,3/03/2023 5:32:25 PM
143,87,211417,test bed mechaniocal seal,1.0000000,8,,52500.0000000,,,,,,1463,3/03/2023 5:06:46 PM,1463,3/03/2023 5:32:25 PM
144,87,211418,Pipe shaving machineстрогальная машина труба из армированной термоусадочной резины,1.0000000,8,,22000.0000000,,,,,,1463,3/03/2023 5:06:58 PM,1463,3/03/2023 5:32:25 PM
145,87,211419,RTRP Pipe shaving machineстрогальная машина труба из армированной термоусадочной резины,1.0000000,8,,25000.0000000,,,,,,1463,3/03/2023 5:07:42 PM,1463,3/03/2023 5:32:25 PM
146,87,211420,Dynamic Horizontal Balancing System/ Система динамической горизонтальной балансировки,1.0000000,8,,2500.0000000,,,,,,1463,3/03/2023 5:08:00 PM,1463,3/03/2023 5:32:25 PM
147,87,211421,Стенд для испытаний трубопроводной арматуры DN (2…24″) /Test bench for shut off valves (2…24″),1.0000000,8,,100000.0000000,,,,,,1463,3/03/2023 5:08:12 PM,1463,3/03/2023 5:32:25 PM
148,87,211422,Специальный переноснойшлифовальный станок с эксцентричным вращением шпенделя и шлифовального инструмента для ремонта предохранительных клапанов и клапанных тарелок  (1/2“ - 12“),1.0000000,8,,11000.0000000,,,,,,1463,3/03/2023 5:08:28 PM,1463,3/03/2023 5:32:25 PM
149,87,211423,Welding machine FoxWeld SAGGIO TIG 300 AC/DC PULSE DIGITALСварочный аппарат FoxWeld SAGGIO TIG 300 AC/DC PULSE DIGITAL,1.0000000,8,,1600.0000000,,,,,,1463,3/03/2023 5:08:42 PM,1463,3/03/2023 5:32:25 PM
150,87,211424,Water-cooled package WRC 300B 9 л. Foxweld 3243Блок водяного охлаждения WRC 300B 9 л. Foxweld 3243,1.0000000,8,,600.0000000,,,,,,1463,3/03/2023 5:08:56 PM,1463,3/03/2023 5:32:25 PM
151,87,211425,electrical resistance welding machinery CONTACT DOT 8000CONTACT DOT 8000 Аппарат контактной сварки,1.0000000,8,,3800.0000000,,,,,,1463,3/03/2023 5:09:15 PM,1463,3/03/2023 5:32:25 PM
152,87,211426,"Plasma Cutter SET 100A, welding helmet, welding gloves, accessories | Paris1000Установка для плазменной резки SET 100A, сварочная каска, термоустойчивые перчатки для сварочных работ| Paris1000",1.0000000,8,,1200.0000000,,,,,,1463,3/03/2023 5:09:34 PM,1463,3/03/2023 5:32:25 PM
153,87,211427,UHP Water Jetting machine/Гидромонитор (В),1.0000000,8,,150000.0000000,,,,,,1463,3/03/2023 5:09:47 PM,1463,3/03/2023 5:32:25 PM
154,87,211428,HP Water Jetting machine/Гидромонитор (Н),1.0000000,8,,150000.0000000,,,,,,1463,3/03/2023 5:10:02 PM,1463,3/03/2023 5:32:25 PM
155,87,211429,Ultrasonic Cleaning Tanks/ Резервуары Для Ультразвуковой Очистки,1.0000000,8,,600.0000000,,,,,,1463,3/03/2023 5:10:18 PM,1463,3/03/2023 5:32:25 PM
157,87,211430,Gasket Making machineИзготавливающий станок прокладок,1.0000000,8,,500.0000000,,,,,,1463,3/03/2023 5:11:25 PM,1463,3/03/2023 5:32:25 PM
158,87,211431,Mitutoya Test Indicator контрольный индикатор Mitutoya,1.0000000,8,,420.0000000,,,,,,1463,3/03/2023 5:11:58 PM,1463,3/03/2023 5:32:25 PM
159,87,211432,Micrometer/Микрометр,1.0000000,8,,200.0000000,,,,,,1463,3/03/2023 5:12:14 PM,1463,3/03/2023 5:32:25 PM
160,87,211433,Easy-Laser® XT770 - Shaft alignment and geo applications  лазерной центровки,1.0000000,8,,30000.0000000,,,,,,1463,3/03/2023 5:12:28 PM,1463,3/03/2023 5:32:25 PM
161,87,211434,3/4 HP Concrete VibratorВибратор для уплотнения бетонной смеси 3/4 HP,1.0000000,8,,300.0000000,,,,,,1463,3/03/2023 5:12:43 PM,1463,3/03/2023 5:32:25 PM
162,87,211435,Wood Cutting Machine Handheld Wood CutterДереворежущий станок ручной резак по дереву,1.0000000,8,,400.0000000,,,,,,1463,3/03/2023 5:12:58 PM,1463,3/03/2023 5:32:25 PM
163,87,211436,Handheld Cutting Machine Multi-function Micro Electric Wood CutterРучной Станок Для Резки Многофункциональный Микроэлектрический резак по дереву,1.0000000,8,,200.0000000,,,,,,1463,3/03/2023 5:13:14 PM,1463,3/03/2023 5:32:25 PM
164,87,211437,Digital Laser Measurement Tool Distance Meter M/in/FtЦифровой Лазерный Измерительный Прибор Измеритель Расстояния М/дюйм/Фут,1.0000000,8,,100.0000000,,,,,,1463,3/03/2023 5:13:30 PM,1463,3/03/2023 5:32:25 PM
165,87,211438,Vertical Concret mixerВертикальный бетоносмеситель,1.0000000,8,,400.0000000,,,,,,1463,3/03/2023 5:14:20 PM,1463,3/03/2023 5:32:25 PM
166,88,211439,Internal flame arrester closure DE side,1.0000000,8,3667,500.0000000,,,,,,761,6/03/2023 8:33:03 AM,1460,7/03/2023 9:20:29 AM
167,88,211440,Internal flame arrester closure NDE side,1.0000000,8,3668,500.0000000,,,,,,761,6/03/2023 8:34:28 AM,1460,7/03/2023 9:20:29 AM
168,88,211441,Bearing external closure (with rolling seal) DE side,1.0000000,8,3669,300.0000000,,,,,,761,6/03/2023 8:35:03 AM,1460,7/03/2023 9:20:29 AM
169,88,211442,Bearing external closure (with rolling seal) NDE side,1.0000000,8,3670,300.0000000,,,,,,761,6/03/2023 8:35:26 AM,1460,7/03/2023 9:20:29 AM
